,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",8023337,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,"Therefore I Am","Billie Eilish",5829722,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
3,positions,"Ariana Grande",5076871,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
4,"Mood (feat. iann dior)",24kGoldn,4732978,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",4073229,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
6,"Lonely (with benny blanco)","Justin Bieber",3355909,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
7,"What You Know Bout Love","Pop Smoke",3351625,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
8,Dynamite,BTS,3237271,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
9,"Blinding Lights","The Weeknd",3092814,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
10,"WAP (feat. Megan Thee Stallion)","Cardi B",3030903,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
11,Hawái,Maluma,2845708,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
12,"Watermelon Sugar","Harry Styles",2742574,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,"Hawái - Remix",Maluma,2741065,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
14,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2706376,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
15,"Holy (feat. Chance The Rapper)","Justin Bieber",2677148,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
16,"Head & Heart (feat. MNEK)","Joel Corry",2623501,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
17,"you broke me first","Tate McRae",2595964,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
18,34+35,"Ariana Grande",2384297,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
19,"Relación - Remix",Sech,2261459,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
20,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,2175435,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,"La Nota","Manuel Turizo",2156334,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
22,"Put Your Records On","Ritt Momney",2130582,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
23,BICHOTA,"KAROL G",2079547,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
24,"Levitating (feat. DaBaby)","Dua Lipa",2053682,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
25,Heather,"Conan Gray",2031772,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
26,pov,"Ariana Grande",2031172,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
27,"Laugh Now Cry Later (feat. Lil Durk)",Drake,2000809,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
28,"Se Te Nota (with Guaynaa)","Lele Pons",1999551,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
29,"La Tóxica",Farruko,1993217,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
30,"Someone You Loved","Lewis Capaldi",1970989,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"Vida de Rico",Camilo,1910186,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
32,Wonder,"Shawn Mendes",1875730,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
