,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
93,"SICKO MODE","Travis Scott",1004511,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
94,Family,"The Chainsmokers",1001206,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL
95,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",995000,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
96,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",993984,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
97,"rockstar (feat. 21 Savage)","Post Malone",991296,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
98,Indeciso,Reik,990072,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
99,Quizas,"Rich Music LTD",989556,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
100,"Look At Her Now","Selena Gomez",988690,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
101,"Soltera - Remix",Lunay,987425,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
102,Believer,"Imagine Dragons",986565,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
103,SAD!,XXXTENTACION,985812,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
104,"Money In The Grave (Drake ft. Rick Ross)",Drake,984843,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
105,"Bohemian Rhapsody - Remastered 2011",Queen,978990,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
106,"Driving Home for Christmas - 2019 Remaster","Chris Rea",976040,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
107,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,974925,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
108,"Up All Night",Khalid,968533,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
109,Graveyard,Halsey,968140,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
110,"Si Te Vas",Sech,960526,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
111,"Sweet but Psycho","Ava Max",960428,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
112,"bury a friend","Billie Eilish",959151,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
113,"The Christmas Song (Merry Christmas To You)","Nat King Cole",956240,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
114,Tutu,Camilo,953494,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
115,"Yo x Ti, Tu x Mi",ROSALÍA,947083,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
116,"Let Me Know (I Wonder Why Freestyle)","Juice WRLD",938288,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx
117,"White Christmas","Bing Crosby",934093,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
118,"Con Calma","Daddy Yankee",929377,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
119,"Shape of You","Ed Sheeran",929047,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
120,"Eastside (with Halsey & Khalid)","benny blanco",928856,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
121,"bad vibes forever",XXXTENTACION,896948,https://open.spotify.com/track/03eJ2DclFWXYU8GWgANdmZ
122,"Girls Like You (feat. Cardi B)","Maroon 5",895212,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
123,"Talk (feat. Disclosure)",Khalid,893181,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
124,"Better Now","Post Malone",892601,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
125,"Say You Won't Let Go","James Arthur",886150,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
126,Woah,"Lil Baby",884871,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
127,"Con Altura",ROSALÍA,883553,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
128,"High Hopes","Panic! At The Disco",880389,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
129,"223's (feat. 9lokknine)","YNW Melly",870086,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
130,Panini,"Lil Nas X",864484,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
131,"Jocelyn Flores",XXXTENTACION,860066,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
132,"A Holly Jolly Christmas - Single Version","Burl Ives",856665,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
133,"If I Can't Have You","Shawn Mendes",854668,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
134,"Ballin' (with Roddy Ricch)",Mustard,853248,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
135,"Graduation (with Juice WRLD)","benny blanco",850454,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm
136,"MIDDLE CHILD","J. Cole",843176,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
137,"The London (feat. J. Cole & Travis Scott)","Young Thug",840067,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
138,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",838728,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
139,"Have Yourself A Merry Little Christmas","Sam Smith",838233,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
140,"LOYAL (feat. Drake)",PARTYNEXTDOOR,832977,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
141,"KEIN SCHLAF",Nimo,831605,https://open.spotify.com/track/6416zJN0FGPmh1Ph4BH2h3
142,Perfect,"Ed Sheeran",824931,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
143,"Be Alright","Dean Lewis",822540,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
144,Youngblood,"5 Seconds of Summer",822422,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
145,"Black & White","Juice WRLD",821096,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST
146,"If the World Was Ending - feat. Julia Michaels","JP Saxe",816786,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
147,goosebumps,"Travis Scott",816460,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
148,"Stuck In A Dream (feat. Gunna)","Lil Mosey",816155,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
149,Bruises,"Lewis Capaldi",812567,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
150,Candy,"Doja Cat",812171,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
151,"Calma - Remix","Pedro Capó",810000,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
152,COLT,Samra,808838,https://open.spotify.com/track/76IVpz47q3ghkxoUeTTEKb
153,Takeaway,"The Chainsmokers",808400,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
154,Fast,"Juice WRLD",804698,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
155,Suge,DaBaby,803571,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
156,"i'm so tired...",Lauv,803051,https://open.spotify.com/track/2iwS33Jfev1QBiuhWVWZHY
157,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",801311,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
158,"QUE PRETENDES","J Balvin",798761,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
159,VIBEZ,DaBaby,797739,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
160,"Sleigh Ride","The Ronettes",796350,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX
161,"11 PM",Maluma,793921,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
162,"Higher Love",Kygo,792150,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
163,"Get You The Moon (feat. Snøw)",Kina,792024,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
164,"Bellaquita - Remix",Dalex,790279,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
165,Moonlight,XXXTENTACION,789860,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
166,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",788202,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
167,"I Like Me Better",Lauv,787229,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
168,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",785855,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
169,"Nice To Meet Ya","Niall Horan",782132,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
170,"Let Me Down Slowly","Alec Benjamin",779026,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
171,"Merry Christmas Everyone","Shakin' Stevens",778681,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
172,"Otro Trago - Remix",Sech,775541,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
173,"You Need To Calm Down","Taylor Swift",774116,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
174,"Don't Call Me Up",Mabel,770459,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
175,Empty,"Juice WRLD",767568,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v
176,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,766900,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
177,"Tip Toe (feat. A Boogie Wit da Hoodie)","Roddy Ricch",761616,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
178,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",759804,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe
179,July,"Noah Cyrus",750879,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
180,I.F.L.Y.,Bazzi,749212,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
181,"Que Calor (with J Balvin & El Alfa)","Major Lazer",748761,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
182,"wish you were gay","Billie Eilish",748300,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
183,"SLOW DANCING IN THE DARK",Joji,744776,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
184,"Hear Me Calling","Juice WRLD",740858,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk
185,"Only Human","Jonas Brothers",739592,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
186,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",738140,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
187,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",736167,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
188,"Going Bad (feat. Drake)","Meek Mill",733948,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
189,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",732972,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
190,"Christmas (Baby Please Come Home)","Darlene Love",732597,https://open.spotify.com/track/0jiPKUSdsJNCxMPHjMqptk
191,Better,Khalid,728919,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
192,Blanco,"J Balvin",728886,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
193,"Santa Claus Is Coming to Town","Michael Bublé",724578,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
194,2002,Anne-Marie,722138,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
195,"Ne reviens pas",Gradur,720325,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
196,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",718946,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
197,"Christmas Tree Farm","Taylor Swift",718890,https://open.spotify.com/track/2mvabkN1i2gLnGAPUVdwek
198,"3 Nights","Dominic Fike",716567,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
199,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",713781,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
200,"Can We Kiss Forever?",Kina,713701,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
