,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6237116,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Heartless,"The Weeknd",5983842,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
3,ROXANNE,"Arizona Zervas",4567479,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
4,"everything i wanted","Billie Eilish",4278962,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
5,Memories,"Maroon 5",4262393,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,Circles,"Post Malone",3927213,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
7,"Don't Start Now","Dua Lipa",3762793,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Lose You To Love Me","Selena Gomez",3455204,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
9,"Someone You Loved","Lewis Capaldi",3258867,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"RITMO (Bad Boys For Life)","Black Eyed Peas",3159952,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
11,Señorita,"Shawn Mendes",3094858,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,"HIGHEST IN THE ROOM","Travis Scott",3017075,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
13,"hot girl bummer",blackbear,2777207,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
14,Vete,"Bad Bunny",2687043,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
15,Tusa,"KAROL G",2641305,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
16,Falling,"Trevor Daniel",2597149,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
17,"Ride It",Regard,2382568,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
18,"bad guy","Billie Eilish",2357022,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,"Before You Go","Lewis Capaldi",2244397,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
20,"Watermelon Sugar","Harry Styles",2158099,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
21,"Beautiful People (feat. Khalid)","Ed Sheeran",2033645,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
22,"10,000 Hours (with Justin Bieber)","Dan + Shay",1988702,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
23,"Lights Up","Harry Styles",1958537,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB
24,China,"Anuel AA",1934382,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
25,"All I Want for Christmas Is You","Mariah Carey",1890507,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
26,"How Do You Sleep?","Sam Smith",1861871,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
27,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1776295,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
28,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1750287,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
29,"Trampoline (with ZAYN)",SHAED,1744916,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
30,"I Don't Care (with Justin Bieber)","Ed Sheeran",1739095,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
31,Fantasias,"Rauw Alejandro",1686124,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
32,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1647128,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
