,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",7390396,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,Dynamite,BTS,6635102,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
3,"Life Goes On",BTS,6450392,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
4,positions,"Ariana Grande",5014875,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
5,"Therefore I Am","Billie Eilish",4993389,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
6,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",4839390,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
7,"Mood (feat. iann dior)",24kGoldn,4646001,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
8,"Fly To My Room",BTS,4568625,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS
9,"Blue & Grey",BTS,4522564,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
10,Telepathy,BTS,4137202,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne
11,"Prisoner (feat. Dua Lipa)","Miley Cyrus",4022659,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
12,Dis-ease,BTS,3893115,https://open.spotify.com/track/54DmTIv86D3sYdiawjULQ0
13,Stay,BTS,3873899,https://open.spotify.com/track/3ndCsZfq8OVwwkz9mmZvUz
14,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3821920,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
15,"Lonely (with benny blanco)","Justin Bieber",3313245,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
16,"What You Know Bout Love","Pop Smoke",3167577,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
17,"Blinding Lights","The Weeknd",2993176,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
18,BICHOTA,"KAROL G",2966917,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
19,"WAP (feat. Megan Thee Stallion)","Cardi B",2835873,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
20,Hawái,Maluma,2628996,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
21,Skit,BTS,2623585,https://open.spotify.com/track/4GVwjLRT7oSsKby7Vy8EHr
22,"Watermelon Sugar","Harry Styles",2608227,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
23,"Holy (feat. Chance The Rapper)","Justin Bieber",2582797,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
24,34+35,"Ariana Grande",2569102,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
25,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2522701,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
26,"Head & Heart (feat. MNEK)","Joel Corry",2492945,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
27,"you broke me first","Tate McRae",2480555,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
28,pov,"Ariana Grande",2158674,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
29,"Relación - Remix",Sech,2142713,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
30,"Levitating (feat. DaBaby)","Dua Lipa",2119059,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
31,"Hawái - Remix",Maluma,2107468,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
32,"La Nota","Manuel Turizo",2096924,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
33,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,2046148,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
34,"Put Your Records On","Ritt Momney",1993925,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
35,"All I Want for Christmas Is You","Mariah Carey",1954784,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
36,"Baby (with J Balvin)","Sfera Ebbasta",1926614,https://open.spotify.com/track/4L5ZhW0VJeQ6je2iqvqZ4X
37,Heather,"Conan Gray",1924726,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
38,Wonder,"Shawn Mendes",1916689,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
39,"Someone You Loved","Lewis Capaldi",1916595,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
40,"Se Te Nota (with Guaynaa)","Lele Pons",1914636,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
41,"La Tóxica",Farruko,1911508,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
42,"Vida de Rico",Camilo,1850337,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
43,"Chica Ideal","Sebastian Yatra",1845635,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
44,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1829611,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
45,"Abracadabra (feat. Future)","Sfera Ebbasta",1776166,https://open.spotify.com/track/0lSVjlxmAMSJGFSjVB1FtU
46,"Mi Niña",Wisin,1741683,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
47,"La Curiosidad","Jay Wheeler",1729889,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
48,Jeans,"Justin Quiles",1729189,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
49,"Take You Dancing","Jason Derulo",1728000,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
50,"Midnight Sky","Miley Cyrus",1709996,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
51,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1706317,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
52,"Roses - Imanbek Remix","SAINt JHN",1704559,https://open.spotify.com/track/5f5tMrP3ZZbNtiLIHKOQLS
53,"Una Locura",Ozuna,1683662,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
54,"Parce (feat. Justin Quiles)",Maluma,1675593,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
55,"Dance Monkey","Tones And I",1671269,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
56,HOLIDAY,"Lil Nas X",1663553,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
57,Whoopty,CJ,1625031,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
58,"Tik Tok (feat. Marracash & Guè Pequeno)","Sfera Ebbasta",1602128,https://open.spotify.com/track/11jGgkrtDbYaKlN0y1nPbC
59,"Before You Go","Lewis Capaldi",1601560,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
60,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1581856,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
61,"Macarena (feat. Offset)","Sfera Ebbasta",1580713,https://open.spotify.com/track/1uPPyvMOaaVLnVcwD1Sp0d
62,"Breaking Me",Topic,1548486,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
63,"Somebody’s Problem","Morgan Wallen",1543889,https://open.spotify.com/track/0SErdEdRcVX1uJCf1eTGYH
64,"Last Christmas",Wham!,1507789,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
65,Golden,"Harry Styles",1488887,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
66,Sofia,Clairo,1478613,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
67,"Ay, DiOs Mío!","KAROL G",1465949,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
68,"Hollywood (feat. Diplo)","Sfera Ebbasta",1465466,https://open.spotify.com/track/4CvW0iHAs7yJhbpnJ3NSnS
69,"SO DONE","The Kid LAROI",1446557,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
70,Reloj,"Rauw Alejandro",1425472,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
71,"Come & Go (with Marshmello)","Juice WRLD",1393666,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
72,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1377613,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
73,Despeinada,Ozuna,1368124,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
74,"Don't Start Now","Dua Lipa",1355221,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
75,"Dreams - 2004 Remaster","Fleetwood Mac",1339906,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
76,"$€ Freestyle","Sfera Ebbasta",1326336,https://open.spotify.com/track/2j9wr1cxfYcMJoANfmoJA9
77,"lovely (with Khalid)","Billie Eilish",1321869,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
78,"Paradise (feat. Dermot Kennedy)",MEDUZA,1316254,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
79,"Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara)","C. Tangana",1309236,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
80,Daisy,Ashnikko,1307025,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
81,Male,"Sfera Ebbasta",1286253,https://open.spotify.com/track/5BxBGvLJdwBBjCYJRdezxM
82,"The Business",Tiësto,1267655,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
83,"Train Wreck","James Arthur",1258460,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
84,"Tyler Herro","Jack Harlow",1254667,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
85,"POPSTAR (feat. Drake)","DJ Khaled",1246640,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
86,"Santa Tell Me","Ariana Grande",1239748,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
87,"death bed (coffee for your head)",Powfu,1238315,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
88,"Tattoo - Remix with Camilo","Rauw Alejandro",1233210,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
89,"Deep End",Fousheé,1230521,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
90,Circles,"Post Malone",1227397,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
91,"Mood Swings (feat. Lil Tjay)","Pop Smoke",1213000,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
92,"Sweater Weather","The Neighbourhood",1205757,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
93,"Wishing Well","Juice WRLD",1196460,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
94,"Stuck with U (with Justin Bieber)","Ariana Grande",1195038,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
95,goosebumps,"Travis Scott",1187266,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
96,Gelosi,"Sfera Ebbasta",1185801,https://open.spotify.com/track/1XemHzgHvdNVkOEnUZzNRN
97,"La Luz",Sech,1184526,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
98,Memories,"Maroon 5",1184174,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
99,"Giovani Re","Sfera Ebbasta",1180514,https://open.spotify.com/track/4TBp0V4Slb8emBDN8PWU3j
100,"Lucid Dreams","Juice WRLD",1177983,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
101,Señorita,"Shawn Mendes",1156937,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
102,"Mi Cuarto","Jerry Di",1153274,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
103,"Adore You","Harry Styles",1143941,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
104,"Blueberry Faygo","Lil Mosey",1137544,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
105,"Ice Cream (with Selena Gomez)",BLACKPINK,1135922,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
106,"Salam Alaikum (feat. 7ari & Steve Aoki)","Sfera Ebbasta",1135893,https://open.spotify.com/track/5Ws6qds3QAQ5s4tN5P2zRA
107,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1134836,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
108,"bad guy","Billie Eilish",1128288,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
109,"La Jeepeta - Remix","Nio Garcia",1125425,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
110,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,1124695,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
111,"The Box","Roddy Ricch",1103400,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
112,"Gangang (feat. Lil Mosey)","Sfera Ebbasta",1100342,https://open.spotify.com/track/51ITVcACLrgOz44zlFVhk7
113,Diamonds,"Sam Smith",1098015,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
114,"HIGHEST IN THE ROOM","Travis Scott",1088668,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
115,"Lovesick Girls",BLACKPINK,1077699,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
116,"How You Like That",BLACKPINK,1071228,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
117,"Rain On Me (with Ariana Grande)","Lady Gaga",1068186,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
118,"my ex's best friend (with blackbear)","Machine Gun Kelly",1066313,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
119,"Rockin' Around The Christmas Tree","Brenda Lee",1065898,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
120,Shallow,"Lady Gaga",1064057,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
121,Robbery,"Juice WRLD",1062056,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
122,Circles,"Megan Thee Stallion",1061317,https://open.spotify.com/track/08TILUAN56HJoS1d9mNRty
123,"Jingle Bell Rock","Bobby Helms",1049234,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
124,Fever,"Dua Lipa",1043225,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
125,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,1042737,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
126,Tusa,"KAROL G",1021251,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
127,Caramelo,Ozuna,1013531,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
128,"6 AM","Sfera Ebbasta",1011357,https://open.spotify.com/track/0bvHx0bCYwH6gj0f5WZV0R
129,"Break My Heart","Dua Lipa",990145,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
130,Falling,"Trevor Daniel",986312,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
131,"Boy With Luv (feat. Halsey)",BTS,985075,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
