,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",12028987,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,10069590,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"Santa Tell Me","Ariana Grande",7092610,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
4,"Dance Monkey","Tones And I",7000365,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"It's Beginning to Look a Lot like Christmas","Michael Bublé",6925880,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
6,"Jingle Bell Rock","Bobby Helms",6447700,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
7,"Rockin' Around The Christmas Tree","Brenda Lee",6059675,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
8,"It's the Most Wonderful Time of the Year","Andy Williams",6030656,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
9,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",5872023,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
10,"Feliz Navidad","José Feliciano",5347477,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
11,Mistletoe,"Justin Bieber",5347336,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
12,"Do They Know It's Christmas? - 1984 Version","Band Aid",5329966,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
13,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",5197847,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
14,"Driving Home for Christmas - 2019 Remaster","Chris Rea",5155470,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
15,"Holly Jolly Christmas","Michael Bublé",5039103,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
16,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",4674083,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
17,"Underneath the Tree","Kelly Clarkson",4589381,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
18,ROXANNE,"Arizona Zervas",4472518,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
19,"Merry Christmas Everyone","Shakin' Stevens",4226460,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
20,Tusa,"KAROL G",4147452,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
21,"The Christmas Song (Merry Christmas To You)","Nat King Cole",4015443,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
22,"White Christmas","Bing Crosby",3944906,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
23,"Sleigh Ride","The Ronettes",3683710,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX
24,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",3615327,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
25,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",3609849,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
26,Memories,"Maroon 5",3591888,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
27,"Have Yourself A Merry Little Christmas","Sam Smith",3518458,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
28,Circles,"Post Malone",3451437,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
29,"A Holly Jolly Christmas - Single Version","Burl Ives",3449833,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
