,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",6878035,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,"Therefore I Am","Billie Eilish",4939636,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
3,positions,"Ariana Grande",4852483,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
4,"Mood (feat. iann dior)",24kGoldn,4319897,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3622912,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
6,Dynamite,BTS,3197534,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
7,"Lonely (with benny blanco)","Justin Bieber",3152699,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
8,"What You Know Bout Love","Pop Smoke",3040177,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
9,"Blinding Lights","The Weeknd",2805531,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
10,"WAP (feat. Megan Thee Stallion)","Cardi B",2641643,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
11,34+35,"Ariana Grande",2557137,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
12,BICHOTA,"KAROL G",2500520,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
13,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2496844,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
14,"Watermelon Sugar","Harry Styles",2495303,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"you broke me first","Tate McRae",2483841,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
16,Hawái,Maluma,2481427,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
17,"Holy (feat. Chance The Rapper)","Justin Bieber",2472973,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
18,"Head & Heart (feat. MNEK)","Joel Corry",2321854,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
19,pov,"Ariana Grande",2187943,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
20,"Hawái - Remix",Maluma,2071059,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
21,"Levitating (feat. DaBaby)","Dua Lipa",2054154,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
22,"Relación - Remix",Sech,1984689,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
23,Heather,"Conan Gray",1972616,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
24,"Put Your Records On","Ritt Momney",1964828,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
25,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1924701,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
26,"Someone You Loved","Lewis Capaldi",1912480,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
27,"La Nota","Manuel Turizo",1903602,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
28,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1824026,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
