,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,positions,"Ariana Grande",5648016,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
2,"Mood (feat. iann dior)",24kGoldn,5005286,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",4228652,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
4,Dynamite,BTS,3544961,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
5,"What You Know Bout Love","Pop Smoke",3443541,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
6,"WAP (feat. Megan Thee Stallion)","Cardi B",3405389,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
7,Hawái,Maluma,3155059,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
8,"Blinding Lights","The Weeknd",3138529,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,"Lonely (with benny blanco)","Justin Bieber",3055415,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
10,"Holy (feat. Chance The Rapper)","Justin Bieber",3053602,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
11,"Watermelon Sugar","Harry Styles",2993957,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
12,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2894192,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
13,"you broke me first","Tate McRae",2662189,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
14,"Head & Heart (feat. MNEK)","Joel Corry",2613340,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
15,"Put Your Records On","Ritt Momney",2309188,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
16,"Laugh Now Cry Later (feat. Lil Durk)",Drake,2284620,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
17,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,2277235,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
18,Heather,"Conan Gray",2197457,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
19,"Relación - Remix",Sech,2175809,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
20,Wonder,"Shawn Mendes",2149768,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
21,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1961833,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
22,"Someone You Loved","Lewis Capaldi",1955107,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
23,"Vida de Rico",Camilo,1890178,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
24,"Roses - Imanbek Remix","SAINt JHN",1872637,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
25,"La Tóxica",Farruko,1864989,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
26,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1821194,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
27,"Take You Dancing","Jason Derulo",1817290,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
