,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",7056286,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2,positions,"Ariana Grande",4125262,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
3,"LA NOCHE DE ANOCHE","Bad Bunny",3933039,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
4,"Mood (feat. iann dior)",24kGoldn,3691719,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,"All I Want for Christmas Is You","Mariah Carey",3513355,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,"Therefore I Am","Billie Eilish",3494911,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
7,Dynamite,BTS,3454578,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
8,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",3211024,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
9,BICHOTA,"KAROL G",3134487,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
10,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3092000,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
11,"Blinding Lights","The Weeknd",3018444,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
12,"Last Christmas",Wham!,2968106,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
13,"Life Goes On",BTS,2917516,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
14,34+35,"Ariana Grande",2787114,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
15,"Prisoner (feat. Dua Lipa)","Miley Cyrus",2771011,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
16,"TE MUDASTE","Bad Bunny",2757953,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
17,"Lonely (with benny blanco)","Justin Bieber",2552894,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
18,"What You Know Bout Love","Pop Smoke",2532430,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
19,"YO VISTO ASÍ","Bad Bunny",2530049,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
20,"Santa Tell Me","Ariana Grande",2496859,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
21,"It's Beginning to Look a Lot like Christmas","Michael Bublé",2358626,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
22,"HACIENDO QUE ME AMAS","Bad Bunny",2257236,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
23,"Rockin' Around The Christmas Tree","Brenda Lee",2179670,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
24,"Jingle Bell Rock","Bobby Helms",2139688,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
25,"you broke me first","Tate McRae",2117671,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
