,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6590407,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4352027,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Memories,"Maroon 5",4191138,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,"everything i wanted","Billie Eilish",4055300,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
5,Circles,"Post Malone",3777019,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,"Don't Start Now","Dua Lipa",3493376,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,"RITMO (Bad Boys For Life)","Black Eyed Peas",3466034,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
8,"Lose You To Love Me","Selena Gomez",3211298,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
9,"Someone You Loved","Lewis Capaldi",3141729,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,Señorita,"Shawn Mendes",3125606,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
11,Vete,"Bad Bunny",3091458,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
12,"HIGHEST IN THE ROOM","Travis Scott",3019765,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
13,"hot girl bummer",blackbear,2720360,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
14,Tusa,"KAROL G",2481679,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
15,"Ride It",Regard,2474110,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
16,"bad guy","Billie Eilish",2256297,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
17,China,"Anuel AA",2206823,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
18,"Watermelon Sugar","Harry Styles",2185576,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
19,"Lights Up","Harry Styles",2052458,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
20,"Beautiful People (feat. Khalid)","Ed Sheeran",2030794,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
21,"Before You Go","Lewis Capaldi",1989968,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
22,Falling,"Trevor Daniel",1949941,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
23,"10,000 Hours (with Justin Bieber)","Dan + Shay",1831217,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
24,"Que Tire Pa Lante","Daddy Yankee",1802492,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
25,Fantasias,"Rauw Alejandro",1798061,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
26,"All I Want for Christmas Is You","Mariah Carey",1779235,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
27,"How Do You Sleep?","Sam Smith",1778922,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
28,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1767369,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
29,"Trampoline (with ZAYN)",SHAED,1764685,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
30,Lalala,Y2K,1758395,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
31,"LA CANCIÓN","J Balvin",1733923,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
32,"I Don't Care (with Justin Bieber)","Ed Sheeran",1730066,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
33,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1682870,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
34,Callaita,"Bad Bunny",1680269,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
35,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1648877,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
36,"Adicto (with Anuel AA & Ozuna)",Tainy,1630883,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
37,"Lose Control",MEDUZA,1624795,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
38,Liar,"Camila Cabello",1623978,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
