,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6427993,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4301494,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Tusa,"KAROL G",3873502,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
4,Memories,"Maroon 5",3429550,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,Falling,"Trevor Daniel",3389705,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,"Don't Start Now","Dua Lipa",3273015,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,Circles,"Post Malone",3255914,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
8,"Blinding Lights","The Weeknd",3042585,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,"everything i wanted","Billie Eilish",2894728,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
10,Señorita,"Shawn Mendes",2878288,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
11,"RITMO (Bad Boys For Life)","Black Eyed Peas",2752777,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
12,"Someone You Loved","Lewis Capaldi",2651317,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"The Box","Roddy Ricch",2421851,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
14,"bad guy","Billie Eilish",2359262,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
15,"Adore You","Harry Styles",2320590,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
16,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",2182390,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
17,"My Oh My (feat. DaBaby)","Camila Cabello",2130879,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
18,"Lose You To Love Me","Selena Gomez",2093475,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
19,Vete,"Bad Bunny",2072405,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
