,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",6436202,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,positions,"Ariana Grande",4657273,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
3,"Therefore I Am","Billie Eilish",4292205,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
4,"Mood (feat. iann dior)",24kGoldn,4221684,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,Dynamite,BTS,4127815,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
6,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",4023975,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
7,"Life Goes On",BTS,3792893,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
8,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3598622,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
9,BICHOTA,"KAROL G",3161523,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
10,"Lonely (with benny blanco)","Justin Bieber",3075947,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
11,"Blinding Lights","The Weeknd",3038607,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
12,"What You Know Bout Love","Pop Smoke",2868190,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
13,"Prisoner (feat. Dua Lipa)","Miley Cyrus",2815515,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
14,34+35,"Ariana Grande",2615752,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
15,"WAP (feat. Megan Thee Stallion)","Cardi B",2579745,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
16,"All I Want for Christmas Is You","Mariah Carey",2525455,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
17,"Holy (feat. Chance The Rapper)","Justin Bieber",2432168,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
18,"Watermelon Sugar","Harry Styles",2397020,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
19,"you broke me first","Tate McRae",2355422,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
20,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2345862,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
21,Hawái,Maluma,2310517,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
22,"Head & Heart (feat. MNEK)","Joel Corry",2173290,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
23,"Levitating (feat. DaBaby)","Dua Lipa",2103678,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
24,"Last Christmas",Wham!,2038846,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
25,pov,"Ariana Grande",2023406,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
26,Whoopty,CJ,1907225,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
27,"Relación - Remix",Sech,1901394,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
28,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1895046,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
29,Heather,"Conan Gray",1889668,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
30,Wonder,"Shawn Mendes",1878758,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
31,"La Nota","Manuel Turizo",1875573,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
32,"Someone You Loved","Lewis Capaldi",1845930,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
33,"Hawái - Remix",Maluma,1825738,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
34,HOLIDAY,"Lil Nas X",1809247,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
35,"Put Your Records On","Ritt Momney",1808136,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
36,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1750496,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
37,"Blue & Grey",BTS,1748989,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
38,"Se Te Nota (with Guaynaa)","Lele Pons",1739920,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
39,"Chica Ideal","Sebastian Yatra",1716267,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
40,"Santa Tell Me","Ariana Grande",1712371,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
41,"Fly To My Room",BTS,1705229,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS
42,"La Tóxica",Farruko,1690024,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
43,"Vida de Rico",Camilo,1657983,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
44,Telepathy,BTS,1568773,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne
45,"Before You Go","Lewis Capaldi",1568281,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
46,"La Curiosidad","Jay Wheeler",1553356,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
47,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1547620,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
48,Jeans,"Justin Quiles",1544936,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
49,"Mi Niña",Wisin,1541692,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
50,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1522800,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
51,"Take You Dancing","Jason Derulo",1506904,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
52,"Rockin' Around The Christmas Tree","Brenda Lee",1486048,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
53,Dis-ease,BTS,1483032,https://open.spotify.com/track/54DmTIv86D3sYdiawjULQ0
54,"Parce (feat. Justin Quiles)",Maluma,1479151,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
55,"Dance Monkey","Tones And I",1478171,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
56,"Roses - Imanbek Remix","SAINt JHN",1471475,https://open.spotify.com/track/5f5tMrP3ZZbNtiLIHKOQLS
57,"Jingle Bell Rock","Bobby Helms",1450220,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
58,"Midnight Sky","Miley Cyrus",1449300,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
59,Stay,BTS,1436337,https://open.spotify.com/track/3ndCsZfq8OVwwkz9mmZvUz
