,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",5019201,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"All I Want for Christmas Is You","Mariah Carey",4069959,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3763213,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",3745246,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,"Without Me",Halsey,3414481,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"Last Christmas",Wham!,3362134,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
7,"MIA (feat. Drake)","Bad Bunny",2984137,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
8,"SICKO MODE","Travis Scott",2888993,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,"Santa Tell Me","Ariana Grande",2827924,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
10,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",2744145,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
11,"Sweet but Psycho","Ava Max",2620526,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
12,Happier,Marshmello,2568022,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
13,"Adan y Eva","Paulo Londra",2452059,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
14,imagine,"Ariana Grande",2448585,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
15,"Going Bad (feat. Drake)","Meek Mill",2401867,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
16,"It's Beginning to Look a Lot like Christmas","Michael Bublé",2349997,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
17,"Rockin' Around The Christmas Tree","Brenda Lee",2256775,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
18,"Jingle Bell Rock","Bobby Helms",2179597,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
19,"Do They Know It's Christmas? - 1984 Version","Band Aid",2150595,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
20,"It's the Most Wonderful Time of the Year","Andy Williams",2085215,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
21,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,2055128,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
22,"Mo Bamba","Sheck Wes",2041997,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
23,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",2030259,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
24,Shallow,"Lady Gaga",2013877,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
25,"Calma - Remix","Pedro Capó",1919461,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
26,"Eastside (with Halsey & Khalid)","benny blanco",1892929,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
27,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",1891417,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
28,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",1860392,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
29,Mistletoe,"Justin Bieber",1851712,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
30,"when the party's over","Billie Eilish",1830948,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
31,"Bohemian Rhapsody - Remastered 2011",Queen,1821843,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
32,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",1801277,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
33,"High Hopes","Panic! At The Disco",1779737,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
34,"Girls Like You (feat. Cardi B)","Maroon 5",1771076,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
35,"Lucid Dreams","Juice WRLD",1759736,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
36,SAD!,XXXTENTACION,1746340,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
37,Better,Khalid,1739919,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
38,"Better Now","Post Malone",1695253,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
39,"whoa (mind in awe)",XXXTENTACION,1625341,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
40,"In My Mind",Dynoro,1597706,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
41,"Driving Home for Christmas","Chris Rea",1577488,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
42,KIKA,6ix9ine,1547720,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
43,"Be Alright","Dean Lewis",1542669,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
44,Moonlight,XXXTENTACION,1529075,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
45,"Leave Me Alone","Flipp Dinero",1525415,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
46,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1509378,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
47,"Wake Up in the Sky","Gucci Mane",1503420,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
48,"Ella Quiere Beber - Remix","Anuel AA",1499395,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
49,BAD!,XXXTENTACION,1462451,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
50,"I Like It","Cardi B",1440870,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
51,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",1425431,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
52,"Bad Liar","Imagine Dragons",1421947,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
53,BEBE,6ix9ine,1407442,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
54,"Vaina Loca",Ozuna,1397314,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
55,"White Christmas","Bing Crosby",1389005,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
56,"Holly Jolly Christmas","Michael Bublé",1346278,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
57,"Have Yourself A Merry Little Christmas","Sam Smith",1337752,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
58,"rockstar (feat. 21 Savage)","Post Malone",1334315,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
