,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6212065,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4373353,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Heartless,"The Weeknd",4284294,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
4,Memories,"Maroon 5",4134680,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,"everything i wanted","Billie Eilish",4050851,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
6,Circles,"Post Malone",3743125,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
7,"Don't Start Now","Dua Lipa",3661687,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Lose You To Love Me","Selena Gomez",3207742,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3195636,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,"Someone You Loved","Lewis Capaldi",3123814,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,Señorita,"Shawn Mendes",3059243,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,"HIGHEST IN THE ROOM","Travis Scott",2870324,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
13,Tusa,"KAROL G",2692667,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
14,Vete,"Bad Bunny",2642701,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
15,"hot girl bummer",blackbear,2628424,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
16,Falling,"Trevor Daniel",2524592,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
17,"Ride It",Regard,2382917,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
