,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",6949922,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,positions,"Ariana Grande",4460218,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
3,"Mood (feat. iann dior)",24kGoldn,3977114,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3739994,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
5,"What You Know Bout Love","Pop Smoke",3149358,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
6,"Lonely (with benny blanco)","Justin Bieber",3145434,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
7,Dynamite,BTS,3018461,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
8,Hawái,Maluma,2959532,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
9,"WAP (feat. Megan Thee Stallion)","Cardi B",2872585,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
10,"Blinding Lights","The Weeknd",2725143,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,"Holy (feat. Chance The Rapper)","Justin Bieber",2500684,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
12,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2443084,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
13,"Watermelon Sugar","Harry Styles",2387399,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
14,"you broke me first","Tate McRae",2340598,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
15,34+35,"Ariana Grande",2276647,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
16,"Relación - Remix",Sech,2210494,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
17,"Head & Heart (feat. MNEK)","Joel Corry",2202668,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
18,"Hawái - Remix",Maluma,2094217,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
19,"Put Your Records On","Ritt Momney",1965705,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
20,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1914279,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,"La Nota","Manuel Turizo",1871460,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
22,Heather,"Conan Gray",1858034,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
23,"Se Te Nota (with Guaynaa)","Lele Pons",1857712,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
24,"La Tóxica",Farruko,1853050,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
25,"Vida de Rico",Camilo,1831520,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
26,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1825990,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
27,"Someone You Loved","Lewis Capaldi",1741164,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
28,"La Curiosidad","Jay Wheeler",1719795,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
29,"Levitating (feat. DaBaby)","Dua Lipa",1716325,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
30,Wonder,"Shawn Mendes",1703657,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
31,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1682126,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
32,Jeans,"Justin Quiles",1648116,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
33,"Una Locura",Ozuna,1632767,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
34,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1589340,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
35,"Parce (feat. Justin Quiles)",Maluma,1588878,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
36,"Take You Dancing","Jason Derulo",1582278,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
37,"Before You Go","Lewis Capaldi",1559404,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
38,"Dance Monkey","Tones And I",1547120,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
39,"Mi Niña",Wisin,1540871,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
40,"Roses - Imanbek Remix","SAINt JHN",1534997,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
41,"Ay, DiOs Mío!","KAROL G",1496073,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
42,"Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara)","C. Tangana",1480767,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
43,Despeinada,Ozuna,1477913,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
44,"Dreams - 2004 Remaster","Fleetwood Mac",1476069,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
45,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,1470204,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
46,"Midnight Sky","Miley Cyrus",1443911,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
47,"SO DONE","The Kid LAROI",1435258,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
48,"Breaking Me",Topic,1411637,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
49,"motive (with Doja Cat)","Ariana Grande",1403483,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT
50,pov,"Ariana Grande",1389211,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
51,"Ice Cream (with Selena Gomez)",BLACKPINK,1376154,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
52,Sofia,Clairo,1352227,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
53,Golden,"Harry Styles",1346181,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
54,"Tattoo - Remix with Camilo","Rauw Alejandro",1344478,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S
55,"Come & Go (with Marshmello)","Juice WRLD",1337883,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
56,BICHOTA,"KAROL G",1335325,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
57,"Chica Ideal","Sebastian Yatra",1305059,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
58,Daisy,Ashnikko,1263282,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
59,"La Jeepeta - Remix","Nio Garcia",1238177,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
60,"Lovesick Girls",BLACKPINK,1233850,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
61,"Mood Swings (feat. Lil Tjay)","Pop Smoke",1230838,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
62,"death bed (coffee for your head)",Powfu,1208295,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
63,"POPSTAR (feat. Drake)","DJ Khaled",1201499,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
64,"Blueberry Faygo","Lil Mosey",1194182,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
65,"Mi Cuarto","Jerry Di",1186455,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
66,"Don't Start Now","Dua Lipa",1185844,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
67,"How You Like That",BLACKPINK,1163267,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
68,"Wishing Well","Juice WRLD",1154433,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
69,"lovely (with Khalid)","Billie Eilish",1149117,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
70,"Train Wreck","James Arthur",1147063,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
71,"Deep End",Fousheé,1138922,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
72,"La Luz",Sech,1138803,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
73,"Tyler Herro","Jack Harlow",1132737,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
74,"I CAN'T STOP ME",TWICE,1116631,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
75,"Lucid Dreams","Juice WRLD",1101922,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
76,Circles,"Post Malone",1096770,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
77,Fever,"Dua Lipa",1093751,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
78,Diamonds,"Sam Smith",1087923,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
79,goosebumps,"Travis Scott",1072943,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
80,Caramelo,Ozuna,1072760,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
81,"Stuck with U (with Justin Bieber)","Ariana Grande",1063844,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
82,"The Box","Roddy Ricch",1049846,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
83,"Rain On Me (with Ariana Grande)","Lady Gaga",1048730,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
84,Memories,"Maroon 5",1043404,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
85,"Adore You","Harry Styles",1039067,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
86,"All I Want for Christmas Is You","Mariah Carey",1035881,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
87,MORE,K/DA,1034894,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4
88,Reloj,"Rauw Alejandro",1033245,https://open.spotify.com/track/7r9ZhitdQBONTFOiJW5mr8
89,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1031059,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
90,Señorita,"Shawn Mendes",1017037,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
91,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1012160,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
92,Falling,"Trevor Daniel",1004416,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
93,"my ex's best friend (with blackbear)","Machine Gun Kelly",1002424,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
94,Robbery,"Juice WRLD",999415,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
95,"Go Crazy","Chris Brown",972189,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
96,"Mad at Disney","salem ilese",970568,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
97,"Sweater Weather","The Neighbourhood",959226,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
98,"HIGHEST IN THE ROOM","Travis Scott",939310,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
99,Shallow,"Lady Gaga",934788,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
100,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",925172,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
101,"If the World Was Ending - feat. Julia Michaels","JP Saxe",915987,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
102,"bad guy","Billie Eilish",914429,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
103,"off the table (with The Weeknd)","Ariana Grande",908461,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD
104,Tusa,"KAROL G",907862,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
105,Azul,"J Balvin",895993,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
106,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,888140,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
107,Falling,"Harry Styles",885649,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
108,"Kings & Queens","Ava Max",883090,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
109,"Tick Tock (feat. 24kGoldn)","Clean Bandit",879979,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
110,"ily (i love you baby) (feat. Emilee)","Surf Mesa",873359,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
111,Believer,"Imagine Dragons",867105,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
112,"Intentions (feat. Quavo)","Justin Bieber",866982,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
113,"Toosie Slide",Drake,862884,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
114,"Break My Heart","Dua Lipa",857271,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
115,ROXANNE,"Arizona Zervas",850054,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
116,"SICKO MODE","Travis Scott",849683,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
117,"Paradise (feat. Dermot Kennedy)",MEDUZA,846097,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
