,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,"Yellow Hearts","Ant Saunders",1240325,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
55,"Mean It",Lauv,1226085,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
56,"Up All Night",Khalid,1224561,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
57,"Into the Unknown","Idina Menzel",1220038,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
58,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1206419,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu
59,"Holly Jolly Christmas","Michael Bublé",1201114,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
60,"Ayy Macarena",Tyga,1196636,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
61,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1183778,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
62,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1176620,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
63,Aventura,Lunay,1170441,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
64,Ransom,"Lil Tecca",1167601,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
65,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1163114,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
66,"It's You","Ali Gatie",1139072,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
67,"lovely (with Khalid)","Billie Eilish",1129053,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
68,"LOYAL (feat. Drake)",PARTYNEXTDOOR,1123137,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
69,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",1100032,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
70,Shallow,"Lady Gaga",1095771,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
71,"Underneath the Tree","Kelly Clarkson",1091067,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
72,Indeciso,Reik,1088074,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
73,Quizas,"Rich Music LTD",1084649,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
74,"when the party's over","Billie Eilish",1079103,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
75,Graveyard,Halsey,1076279,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
76,"Si Te Vas",Sech,1074979,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
77,"Hola - Remix",Dalex,1063635,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
78,"Old Town Road - Remix","Lil Nas X",1033217,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
79,"7 rings","Ariana Grande",1030585,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
80,"Feliz Navidad","José Feliciano",1028901,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
81,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",1026189,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
82,"Yo x Ti, Tu x Mi",ROSALÍA,1012518,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
83,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1011599,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
84,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",975217,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
85,"Money In The Grave (Drake ft. Rick Ross)",Drake,964978,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
86,"Follow God","Kanye West",960387,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
87,"Driving Home for Christmas - 2019 Remaster","Chris Rea",953280,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
88,Tutu,Camilo,951174,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
89,Happier,Marshmello,948271,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
90,"Truth Hurts",Lizzo,941203,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
91,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",936568,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
92,Woah,"Lil Baby",935153,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
93,"Ballin' (with Roddy Ricch)",Mustard,934202,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
94,"No Idea","Don Toliver",927379,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
95,"Nice To Meet Ya","Niall Horan",917571,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
96,Candy,"Doja Cat",912601,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
97,"Der Bratan bleibt der gleiche","Capital Bra",910041,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP
98,"No Guidance (feat. Drake)","Chris Brown",908351,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
99,Fantasía,Ozuna,899738,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
100,"223's (feat. 9lokknine)","YNW Melly",895348,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
101,"Soltera - Remix",Lunay,891502,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
102,"Bohemian Rhapsody - Remastered 2011",Queen,887569,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
103,"Piece Of Your Heart",MEDUZA,884656,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
104,Believer,"Imagine Dragons",884116,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
105,"Without Me",Halsey,883089,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
106,"Stuck In A Dream (feat. Gunna)","Lil Mosey",879805,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
107,"White Christmas","Bing Crosby",878024,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
108,VIBEZ,DaBaby,868586,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
109,Camelot,"NLE Choppa",861031,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
110,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",858655,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
111,Sucker,"Jonas Brothers",858496,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
112,"The Christmas Song (Merry Christmas To You)","Nat King Cole",857222,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
113,"Hate Me (with Juice WRLD)","Ellie Goulding",856739,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
114,Wow.,"Post Malone",850515,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
115,"rockstar (feat. 21 Savage)","Post Malone",846130,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
116,"Shape of You","Ed Sheeran",844298,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
117,"SICKO MODE","Travis Scott",832779,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
118,"Have Yourself A Merry Little Christmas","Sam Smith",832584,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
119,"thank u, next","Ariana Grande",824712,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
120,"Combatchy (feat. MC Rebecca)",Anitta,824161,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
121,"Ne reviens pas",Gradur,821364,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
122,"Say You Won't Let Go","James Arthur",819954,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
123,"Higher Love",Kygo,817933,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
124,Panini,"Lil Nas X",810603,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
125,"Que Calor (with J Balvin & El Alfa)","Major Lazer",809966,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
126,Orphans,Coldplay,804706,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR
127,"A Holly Jolly Christmas - Single Version","Burl Ives",803640,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
128,"Otro Trago - Remix",Sech,803617,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
129,"The London (feat. J. Cole & Travis Scott)","Young Thug",801968,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
130,"Takeaway (feat. Lennon Stella)","The Chainsmokers",799116,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
131,"Only Human","Jonas Brothers",798280,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
132,"Girls Like You (feat. Cardi B)","Maroon 5",797622,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
133,"6 Kiss","Trippie Redd",797408,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
134,"Dancing With A Stranger (with Normani)","Sam Smith",796667,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
135,"If the World Was Ending - feat. Julia Michaels","JP Saxe",795689,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
136,"Used To Love (with Dean Lewis)","Martin Garrix",795571,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP
137,Bruises,"Lewis Capaldi",795112,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
138,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,786926,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
139,"Eastside (with Halsey & Khalid)","benny blanco",784428,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
140,"QUE PRETENDES","J Balvin",783900,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
141,"Bellaquita - Remix",Dalex,783241,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
142,Blanco,"J Balvin",779496,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
143,Perfect,"Ed Sheeran",778105,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
144,"Tip Toe (feat. A Boogie Wit da Hoodie)","Roddy Ricch",777921,https://open.spotify.com/track/5j1yOqWONR9T6l43AzJ6Es
145,"Con Altura",ROSALÍA,773576,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
146,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",773506,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
147,"If I Can't Have You","Shawn Mendes",772170,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
148,"Merry Christmas Everyone","Shakin' Stevens",770785,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
149,"Show Yourself","Idina Menzel",769991,https://open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ
150,"Who Needs Love","Trippie Redd",765225,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D
151,"Sleigh Ride","The Ronettes",764993,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX
152,"Get You The Moon (feat. Snøw)",Kina,761328,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
153,goosebumps,"Travis Scott",761169,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
154,"bury a friend","Billie Eilish",756197,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
155,"Sweet but Psycho","Ava Max",756108,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
156,"Lucid Dreams","Juice WRLD",755409,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
157,"11 PM",Maluma,753736,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
158,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",747473,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
159,VALENTINO,24kGoldn,746228,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
160,Death,"Trippie Redd",743523,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
161,I.F.L.Y.,Bazzi,740891,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
162,"Pa' Olvidarme De Ella","Piso 21",736815,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
163,Roller,"Apache 207",733710,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
164,"Be Alright","Dean Lewis",732826,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
165,"Into the Unknown - Panic! At The Disco Version","Panic! At The Disco",732732,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm
166,"Talk (feat. Disclosure)",Khalid,729850,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
167,Trigger,"Major Lazer",725516,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif
168,"Santa Claus Is Coming to Town","Michael Bublé",718719,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
169,"Enemies (feat. DaBaby)","Post Malone",718236,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
170,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",714574,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
171,"Turn Me On (feat. Vula)",Riton,714468,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
172,Youngblood,"5 Seconds of Summer",712246,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
173,Lover,"Taylor Swift",710371,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
174,"Post Malone (feat. RANI)","Sam Feldt",709076,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
175,"Better Now","Post Malone",708384,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
176,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",701485,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
177,July,"Noah Cyrus",700516,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
178,"Living Proof","Camila Cabello",699001,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9
179,"You Need To Calm Down","Taylor Swift",697474,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
180,"Can We Kiss Forever?",Kina,696598,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
181,"Christmas (Baby Please Come Home)","Mariah Carey",694931,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
182,"all the good girls go to hell","Billie Eilish",691111,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
183,"I Like Me Better",Lauv,687210,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
184,SAD!,XXXTENTACION,685280,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
185,"All of Me","John Legend",683340,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
186,"High Hopes","Panic! At The Disco",682298,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
187,Saint-Tropez,"Post Malone",681513,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
188,"Let Me Down Slowly","Alec Benjamin",672866,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
189,"MIDDLE CHILD","J. Cole",672144,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
190,"Qué Pena",Maluma,671703,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
191,"boyfriend (with Social House)","Ariana Grande",670955,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
192,Suge,DaBaby,662610,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
193,"Hollywood's Bleeding","Post Malone",660159,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
194,Photograph,"Ed Sheeran",659950,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
195,"Hasta Que Salga el Sol",Ozuna,658997,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl
196,Starboy,"The Weeknd",658865,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
197,"Blue Christmas","Elvis Presley",658371,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
198,2002,Anne-Marie,656411,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
199,"i'm so tired...",Lauv,654320,https://open.spotify.com/track/2iwS33Jfev1QBiuhWVWZHY
200,"3 Nights","Dominic Fike",654223,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
