,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"10,000 Hours (with Justin Bieber)","Dan + Shay",2030865,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
20,Tusa,"KAROL G",2010060,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
21,"How Do You Sleep?","Sam Smith",1952081,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
22,"Trampoline (with ZAYN)",SHAED,1908458,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
23,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1838301,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
24,"I Don't Care (with Justin Bieber)","Ed Sheeran",1777871,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
25,"Que Tire Pa Lante","Daddy Yankee",1716990,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
26,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1695470,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
27,Liar,"Camila Cabello",1692943,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
28,Lalala,Y2K,1684481,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
29,Fantasias,"Rauw Alejandro",1677855,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
30,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1676711,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
31,"Goodbyes (Feat. Young Thug)","Post Malone",1658087,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
32,Falling,"Trevor Daniel",1646711,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
33,"Mean It",Lauv,1622863,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
34,"LA CANCIÓN","J Balvin",1621293,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
35,"Lose Control",MEDUZA,1620721,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
36,"Look At Her Now","Selena Gomez",1608560,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
37,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1584120,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
38,"Adicto (with Anuel AA & Ozuna)",Tainy,1556977,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
39,Callaita,"Bad Bunny",1524253,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
40,"Before You Go","Lewis Capaldi",1511909,https://open.spotify.com/track/7ce20yLkzuXXLUhzIDoZih
41,"It's You","Ali Gatie",1485079,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
42,"No Me Conoce - Remix","Jhay Cortez",1480191,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
43,"Follow God","Kanye West",1474747,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
44,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",1465672,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
45,"Whine Up","Nicky Jam",1405958,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
46,Vete,"Bad Bunny",1402067,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
47,"Up All Night",Khalid,1394356,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
48,Ransom,"Lil Tecca",1382006,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
49,"Yellow Hearts","Ant Saunders",1372676,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
50,"All I Want for Christmas Is You","Mariah Carey",1342208,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
51,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",1310355,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
52,"Stuck In A Dream (feat. Gunna)","Lil Mosey",1305433,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
53,Graveyard,Halsey,1278131,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
54,BOP,DaBaby,1268216,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
55,Aventura,Lunay,1256842,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
56,"Si Te Vas",Sech,1250681,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
57,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1240631,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
58,Shallow,"Lady Gaga",1202675,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
59,"223's (feat. 9lokknine)","YNW Melly",1181369,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
60,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1174414,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
61,"lovely (with Khalid)","Billie Eilish",1153015,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
62,Quizas,"Rich Music LTD",1151545,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
63,"Yo x Ti, Tu x Mi",ROSALÍA,1146976,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
64,Indeciso,Reik,1142906,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
65,"Old Town Road - Remix","Lil Nas X",1125942,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
66,"Truth Hurts",Lizzo,1106634,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
67,"7 rings","Ariana Grande",1098581,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
68,"when the party's over","Billie Eilish",1085175,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
69,"Nice To Meet Ya","Niall Horan",1073326,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
70,Tutu,Camilo,1065771,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
71,"Money In The Grave (Drake ft. Rick Ross)",Drake,1049869,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
72,"No Guidance (feat. Drake)","Chris Brown",1031634,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
73,Woah,"Lil Baby",1016548,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
74,Bruises,"Lewis Capaldi",1006941,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
75,Candy,"Doja Cat",1005060,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
76,Happier,Marshmello,1003910,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
77,"Soltera - Remix",Lunay,1003765,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
78,Camelot,"NLE Choppa",997949,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
79,"Piece Of Your Heart",MEDUZA,982265,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
80,"Higher Love",Kygo,969536,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
81,"Hate Me (with Juice WRLD)","Ellie Goulding",968605,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
82,Panini,"Lil Nas X",968323,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
83,"Last Christmas",Wham!,963359,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
84,"Bohemian Rhapsody - Remastered 2011",Queen,960602,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
85,Sucker,"Jonas Brothers",953303,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
86,"Tongue Tied (with YUNGBLUD & blackbear)",Marshmello,945102,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE
87,"Without Me",Halsey,936155,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
88,"Takeaway (feat. Lennon Stella)","The Chainsmokers",933007,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
89,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",928258,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
90,Believer,"Imagine Dragons",923674,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
91,"Good Thing (with Kehlani)",Zedd,919101,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
92,VIBEZ,DaBaby,917154,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
93,"blun7 a swishland","tha Supreme",916546,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
94,"rockstar (feat. 21 Savage)","Post Malone",911360,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
95,"SICKO MODE","Travis Scott",910771,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
96,Wow.,"Post Malone",909595,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
97,"Used To Love (with Dean Lewis)","Martin Garrix",907360,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP
98,"Ballin' (with Roddy Ricch)",Mustard,900953,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
99,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,900586,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
100,Trigger,"Major Lazer",896692,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif
101,"If I Can't Have You","Shawn Mendes",894712,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
102,"Otro Trago - Remix",Sech,889132,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
103,Orphans,Coldplay,887410,https://open.spotify.com/track/6muOWhMh7Tf0UFUtMDBhUR
104,"QUE PRETENDES","J Balvin",882366,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
105,"Que Calor (with J Balvin & El Alfa)","Major Lazer",881430,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
106,"The London (feat. J. Cole & Travis Scott)","Young Thug",881341,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
107,Teeth,"5 Seconds of Summer",879608,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
108,"Shape of You","Ed Sheeran",877612,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
109,"thank u, next","Ariana Grande",863047,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
110,"Eastside (with Halsey & Khalid)","benny blanco",857631,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
111,"Say You Won't Let Go","James Arthur",855488,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
112,"Dancing With A Stranger (with Normani)","Sam Smith",851020,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
113,"Con Altura",ROSALÍA,850042,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
114,"Girls Like You (feat. Cardi B)","Maroon 5",847232,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
115,"Only Human","Jonas Brothers",840104,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
116,"Sweet but Psycho","Ava Max",833120,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
117,"Lucid Dreams","Juice WRLD",831585,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
118,VALENTINO,24kGoldn,819654,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh
119,"Enemies (feat. DaBaby)","Post Malone",819397,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
120,goosebumps,"Travis Scott",815903,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
121,Motivation,Normani,814300,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
122,"Hola - Remix",Dalex,813317,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
123,"Santa Tell Me","Ariana Grande",812697,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
124,"Make It Right (feat. Lauv)",BTS,812357,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH
125,"11 PM",Maluma,811449,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
126,"Talk (feat. Disclosure)",Khalid,811050,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
127,Perfect,"Ed Sheeran",810561,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
128,Roller,"Apache 207",807154,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
129,"Ayy Macarena",Tyga,802364,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
130,"Qué Pena",Maluma,801114,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
131,"Post Malone (feat. RANI)","Sam Feldt",800976,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
132,I.F.L.Y.,Bazzi,795157,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
133,Suge,DaBaby,791539,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
134,"Baby (Lil Baby feat. DaBaby)","Quality Control",784754,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
135,"I Like Me Better",Lauv,780840,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
136,"Get You The Moon (feat. Snøw)",Kina,779618,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
137,"Be Alright","Dean Lewis",777687,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
138,"Jerry Sprunger (with T-Pain)","Tory Lanez",777374,https://open.spotify.com/track/6JsHgIkMYHcbNtKfsal2Mg
139,Saint-Tropez,"Post Malone",777301,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
140,"Better Now","Post Malone",773698,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
141,Youngblood,"5 Seconds of Summer",771540,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
142,Bellaquita,Dalex,771117,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
143,"boyfriend (with Social House)","Ariana Grande",769709,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
144,"Living Proof","Camila Cabello",765109,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9
145,"You Need To Calm Down","Taylor Swift",758545,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
146,F.N,"Lil Tjay",753456,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
147,"bury a friend","Billie Eilish",753139,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
148,Lover,"Taylor Swift",751906,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
149,"Reply (feat. Lil Uzi Vert)","A Boogie Wit da Hoodie",751585,https://open.spotify.com/track/364spZLB5bhNlnPrzvUB41
150,"Hollywood's Bleeding","Post Malone",748686,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
151,"If the World Was Ending - feat. Julia Michaels","JP Saxe",746143,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
152,Blanco,"J Balvin",742837,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
153,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",738563,https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2
154,"Let Me Down Slowly","Alec Benjamin",732935,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
155,July,"Noah Cyrus",732724,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
156,SAD!,XXXTENTACION,732688,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
157,"3 Nights","Dominic Fike",722665,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
158,"High Hopes","Panic! At The Disco",722022,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
159,"MIDDLE CHILD","J. Cole",717945,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
160,"Turn Me On (feat. Vula)",Riton,709359,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
161,"All of Me","John Legend",709241,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
162,comethru,"Jeremy Zucker",705375,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
163,"Con Calma","Daddy Yankee",704643,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
164,"Never Really Over","Katy Perry",697226,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
165,"Too Good At Goodbyes","Sam Smith",696960,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
166,"Call You Mine (feat. Bebe Rexha)","The Chainsmokers",694488,https://open.spotify.com/track/6IJTc8xo6XasOU8fpxMU57
167,"Pa' Olvidarme De Ella","Piso 21",690501,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
168,"Something Just Like This","The Chainsmokers",690249,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
169,"One Thing Right",Marshmello,688706,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
170,2002,Anne-Marie,687882,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
171,"Jocelyn Flores",XXXTENTACION,681293,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
172,"Don't Stop Me Now - Remastered 2011",Queen,678105,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
173,Thunder,"Imagine Dragons",678055,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
174,Photograph,"Ed Sheeran",677023,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
175,"Hasta Que Salga el Sol",Ozuna,676897,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb
176,"Another One Bites The Dust - Remastered 2011",Queen,666753,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
177,"Calma - Remix","Pedro Capó",665368,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
178,"SLOW DANCING IN THE DARK",Joji,663989,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
179,"Rescue Me",OneRepublic,663063,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
180,Better,Khalid,658680,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
181,"Wonderwall - Remastered",Oasis,656626,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
182,"Going Bad (feat. Drake)","Meek Mill",655666,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
183,Juicy,"Doja Cat",653313,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
184,Moonlight,XXXTENTACION,648026,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
185,"It's Beginning to Look a Lot like Christmas","Michael Bublé",642214,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
186,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",642114,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
187,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",640698,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
188,"The Less I Know The Better","Tame Impala",638939,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
189,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",638418,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
190,"Can We Kiss Forever?",Kina,637340,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
191,"God's Plan",Drake,634870,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
192,"Hot Shower","Chance the Rapper",633573,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
193,"all the good girls go to hell","Billie Eilish",633367,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
194,"Si Se Da - Remix","Myke Towers",633350,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
195,Closer,"The Chainsmokers",632639,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
196,"Te Quemaste","Manuel Turizo",632547,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
197,Immortal,"21 Savage",630698,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq
198,"i love you","Billie Eilish",630230,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
199,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",629940,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
200,"Make No Sense","YoungBoy Never Broke Again",628593,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
