,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",10086143,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2,"LA NOCHE DE ANOCHE","Bad Bunny",6631602,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
3,"TE MUDASTE","Bad Bunny",6125084,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
4,"HACIENDO QUE ME AMAS","Bad Bunny",5033160,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
5,"TE DESEO LO MEJOR","Bad Bunny",4964022,https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4
6,"EL MUNDO ES MÍO","Bad Bunny",4886546,https://open.spotify.com/track/36DHxTW2xdr9GG15T9oK9L
7,"YO VISTO ASÍ","Bad Bunny",4861856,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
8,"HOY COBRÉ","Bad Bunny",4355825,https://open.spotify.com/track/0tjZv2hChdHZCW1zFXpy1J
9,positions,"Ariana Grande",4330868,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
10,"MALDITA POBREZA","Bad Bunny",4224807,https://open.spotify.com/track/0Lsis3LB0XAK6XlTHXaJk2
11,"Mood (feat. iann dior)",24kGoldn,4169926,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
12,"BOOKER T","Bad Bunny",3995875,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
13,Dynamite,BTS,3914255,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
14,"Therefore I Am","Billie Eilish",3888396,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
15,"LA DROGA","Bad Bunny",3844399,https://open.spotify.com/track/67ACYA3UI6QMNtHX6b34wX
16,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",3725917,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
17,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3492266,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
18,"ANTES QUE SE ACABE","Bad Bunny",3469139,https://open.spotify.com/track/7kjEqI6eZ7YlFrGhxixnlN
19,TRELLAS,"Bad Bunny",3446929,https://open.spotify.com/track/09WAnxdBuebQopKhJT3oZS
20,BICHOTA,"KAROL G",3446786,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
21,"Life Goes On",BTS,3401805,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
22,"All I Want for Christmas Is You","Mariah Carey",3374381,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
23,"Prisoner (feat. Dua Lipa)","Miley Cyrus",3364799,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
24,"SORRY PAPI","Bad Bunny",3341610,https://open.spotify.com/track/5jZ32WOU7sqzDYbzINwMUk
25,120,"Bad Bunny",3322479,https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l
26,"Blinding Lights","The Weeknd",3293881,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
27,"Lonely (with benny blanco)","Justin Bieber",2820785,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
28,"What You Know Bout Love","Pop Smoke",2814354,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
29,"Last Christmas",Wham!,2785498,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
30,34+35,"Ariana Grande",2487766,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
31,"WAP (feat. Megan Thee Stallion)","Cardi B",2428700,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
32,Hawái,Maluma,2376402,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
33,"Watermelon Sugar","Harry Styles",2352863,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
34,"CANTARES DE NAVIDAD","Trio Vegabajeño",2288178,https://open.spotify.com/track/2Iv6YBslkxslMJQsxshZh5
35,"Santa Tell Me","Ariana Grande",2266066,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
36,"Head & Heart (feat. MNEK)","Joel Corry",2232184,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
37,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2226729,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
38,"you broke me first","Tate McRae",2203143,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
39,"Holy (feat. Chance The Rapper)","Justin Bieber",2178679,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
40,"It's Beginning to Look a Lot like Christmas","Michael Bublé",2167073,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
41,"Rockin' Around The Christmas Tree","Brenda Lee",2073011,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
42,"Jingle Bell Rock","Bobby Helms",2019493,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
43,"Levitating (feat. DaBaby)","Dua Lipa",2011719,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
44,"Relación - Remix",Sech,2004014,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
45,"La Nota","Manuel Turizo",1976291,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
46,Whoopty,CJ,1976027,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
47,"Midnight Sky","Miley Cyrus",1954313,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX
48,HOLIDAY,"Lil Nas X",1874135,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
49,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1855986,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
50,"Angels Like You","Miley Cyrus",1848307,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB
51,"It's the Most Wonderful Time of the Year","Andy Williams",1816096,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
52,"Chica Ideal","Sebastian Yatra",1806880,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
53,pov,"Ariana Grande",1799923,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
54,"La Tóxica",Farruko,1785744,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
55,"Vida de Rico",Camilo,1767075,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
56,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1766708,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
57,"Someone You Loved","Lewis Capaldi",1759799,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
58,"Se Te Nota (with Guaynaa)","Lele Pons",1746541,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
59,Heather,"Conan Gray",1724483,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
60,"Hawái - Remix",Maluma,1686513,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
61,"Put Your Records On","Ritt Momney",1685139,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
62,Wonder,"Shawn Mendes",1672139,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
63,Jeans,"Justin Quiles",1651818,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
