,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",6821027,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,"Therefore I Am","Billie Eilish",4946831,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
3,positions,"Ariana Grande",4840572,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
4,"Mood (feat. iann dior)",24kGoldn,4305006,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3592905,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
6,"Lonely (with benny blanco)","Justin Bieber",3174452,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
7,Dynamite,BTS,3069973,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
8,"What You Know Bout Love","Pop Smoke",3048733,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
9,"Blinding Lights","The Weeknd",2764451,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
10,"WAP (feat. Megan Thee Stallion)","Cardi B",2610509,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
11,34+35,"Ariana Grande",2511759,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
12,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2491150,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
13,"you broke me first","Tate McRae",2479723,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
14,"Holy (feat. Chance The Rapper)","Justin Bieber",2475453,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
15,"Watermelon Sugar","Harry Styles",2448225,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
16,Hawái,Maluma,2410189,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
17,BICHOTA,"KAROL G",2370112,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
18,"Head & Heart (feat. MNEK)","Joel Corry",2307543,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
19,pov,"Ariana Grande",2200611,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
20,"Hawái - Remix",Maluma,2029616,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
21,"Levitating (feat. DaBaby)","Dua Lipa",2024989,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
