,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",5879999,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"everything i wanted","Billie Eilish",5117368,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
3,Memories,"Maroon 5",4308769,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,ROXANNE,"Arizona Zervas",4178351,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,Circles,"Post Malone",3982129,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,"Lose You To Love Me","Selena Gomez",3739164,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
7,"Don't Start Now","Dua Lipa",3710201,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Someone You Loved","Lewis Capaldi",3361453,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3219751,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,"HIGHEST IN THE ROOM","Travis Scott",3151607,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,Señorita,"Shawn Mendes",3032613,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,"hot girl bummer",blackbear,2829989,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
13,"Lights Up","Harry Styles",2535399,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
14,"Watermelon Sugar","Harry Styles",2510235,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
15,"Ride It",Regard,2361946,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
16,"bad guy","Billie Eilish",2180481,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
17,"Beautiful People (feat. Khalid)","Ed Sheeran",2108810,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
18,"10,000 Hours (with Justin Bieber)","Dan + Shay",2050457,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
19,China,"Anuel AA",1979596,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
20,"Trampoline (with ZAYN)",SHAED,1946331,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
21,"How Do You Sleep?","Sam Smith",1934492,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
22,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1850235,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
23,"I Don't Care (with Justin Bieber)","Ed Sheeran",1748246,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
24,Tusa,"KAROL G",1713115,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
25,"Que Tire Pa Lante","Daddy Yankee",1686229,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
26,"Mean It",Lauv,1673496,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
27,Liar,"Camila Cabello",1669261,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
28,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1659654,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
29,Lalala,Y2K,1659623,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
30,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1636226,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
31,"Goodbyes (Feat. Young Thug)","Post Malone",1633195,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
32,"Look At Her Now","Selena Gomez",1607688,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
33,Fantasias,"Rauw Alejandro",1606922,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
34,"Lose Control",MEDUZA,1602376,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
35,"Follow God","Kanye West",1546639,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
36,"LA CANCIÓN","J Balvin",1543181,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
37,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",1534964,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
38,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1530218,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
39,"Adicto (with Anuel AA & Ozuna)",Tainy,1523603,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
40,"It's You","Ali Gatie",1490085,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
41,Callaita,"Bad Bunny",1454718,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
42,"No Me Conoce - Remix","Jhay Cortez",1393455,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
43,"Up All Night",Khalid,1379159,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
44,Ransom,"Lil Tecca",1358282,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
45,"Yellow Hearts","Ant Saunders",1346913,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
46,"Whine Up","Nicky Jam",1345154,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
47,Graveyard,Halsey,1315065,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
48,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",1297723,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
49,"Stuck In A Dream (feat. Gunna)","Lil Mosey",1279969,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
50,"Si Te Vas",Sech,1231744,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
51,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1231197,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
52,Aventura,Lunay,1231085,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
53,Bruises,"Lewis Capaldi",1192073,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
54,"223's (feat. 9lokknine)","YNW Melly",1185235,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
55,"All I Want for Christmas Is You","Mariah Carey",1174293,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
56,Shallow,"Lady Gaga",1173355,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
57,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1156072,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
58,BOP,DaBaby,1147998,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
59,Quizas,"Rich Music LTD",1129465,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
60,"Yo x Ti, Tu x Mi",ROSALÍA,1127316,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
61,"Old Town Road - Remix","Lil Nas X",1115758,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
62,"lovely (with Khalid)","Billie Eilish",1115405,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
63,Indeciso,Reik,1111132,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
64,"Nice To Meet Ya","Niall Horan",1105645,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
65,"when the party's over","Billie Eilish",1066457,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
66,Tutu,Camilo,1059590,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
67,"7 rings","Ariana Grande",1048562,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
68,"Truth Hurts",Lizzo,1048377,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
69,"Money In The Grave (Drake ft. Rick Ross)",Drake,1024548,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
70,Woah,"Lil Baby",1023329,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
71,"No Guidance (feat. Drake)","Chris Brown",1021873,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
72,Candy,"Doja Cat",1007100,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
73,Camelot,"NLE Choppa",985063,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
