,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6205430,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4450084,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Memories,"Maroon 5",4096488,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,"everything i wanted","Billie Eilish",3832811,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
5,Heartless,"The Weeknd",3822422,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
6,Circles,"Post Malone",3719476,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
7,"Don't Start Now","Dua Lipa",3715644,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Blinding Lights","The Weeknd",3512027,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,"Someone You Loved","Lewis Capaldi",3172471,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"All I Want for Christmas Is You","Mariah Carey",3138589,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
11,"RITMO (Bad Boys For Life)","Black Eyed Peas",3138064,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
12,Tusa,"KAROL G",3065422,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
13,Falling,"Trevor Daniel",3007621,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
14,"Lose You To Love Me","Selena Gomez",3000743,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
15,Señorita,"Shawn Mendes",2916867,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
16,"HIGHEST IN THE ROOM","Travis Scott",2594549,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
17,Vete,"Bad Bunny",2574857,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
18,"hot girl bummer",blackbear,2548658,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
19,"Last Christmas",Wham!,2461369,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
20,"Ride It",Regard,2259140,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
21,"bad guy","Billie Eilish",2238035,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,"Santa Tell Me","Ariana Grande",2037281,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
23,"Before You Go","Lewis Capaldi",1982912,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
24,"Beautiful People (feat. Khalid)","Ed Sheeran",1924811,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
25,"Watermelon Sugar","Harry Styles",1882861,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
26,China,"Anuel AA",1877409,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
27,"10,000 Hours (with Justin Bieber)","Dan + Shay",1810785,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
28,"How Do You Sleep?","Sam Smith",1725393,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
29,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1712191,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
30,Fantasias,"Rauw Alejandro",1689271,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
31,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1677109,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
32,"I Don't Care (with Justin Bieber)","Ed Sheeran",1659880,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
33,BOP,DaBaby,1645527,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
34,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1623760,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
35,"Rockin' Around The Christmas Tree","Brenda Lee",1601474,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
36,"Lose Control",MEDUZA,1595492,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
37,"LA CANCIÓN","J Balvin",1575268,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
38,"Lights Up","Harry Styles",1556069,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB
39,"Trampoline (with ZAYN)",SHAED,1545434,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
40,Mistletoe,"Justin Bieber",1537319,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
41,"Jingle Bell Rock","Bobby Helms",1531499,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
42,Lalala,Y2K,1511842,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
43,"Goodbyes (Feat. Young Thug)","Post Malone",1497441,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
44,Liar,"Camila Cabello",1492981,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
45,"It's the Most Wonderful Time of the Year","Andy Williams",1464910,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
46,Callaita,"Bad Bunny",1449480,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
47,"Adicto (with Anuel AA & Ozuna)",Tainy,1448708,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
48,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1404131,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
49,"Que Tire Pa Lante","Daddy Yankee",1401798,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
50,"No Me Conoce - Remix","Jhay Cortez",1396937,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
51,"Whine Up","Nicky Jam",1334843,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
52,"Look At Her Now","Selena Gomez",1277945,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
53,"Ayy Macarena",Tyga,1268831,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
54,"Mean It",Lauv,1247886,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
55,"Yellow Hearts","Ant Saunders",1242589,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
56,"Do They Know It's Christmas? - 1984 Version","Band Aid",1238188,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
57,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1221507,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu
58,"Up All Night",Khalid,1220203,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
59,"Into the Unknown","Idina Menzel",1201176,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
60,Ransom,"Lil Tecca",1192018,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
61,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1189196,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
62,"It's You","Ali Gatie",1188455,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
63,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1186752,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
64,Aventura,Lunay,1185057,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
65,"Holly Jolly Christmas","Michael Bublé",1169470,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
66,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1151446,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
67,"lovely (with Khalid)","Billie Eilish",1140761,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
68,Shallow,"Lady Gaga",1110682,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
69,Indeciso,Reik,1105309,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
