,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",4570136,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,"thank u, next","Ariana Grande",4483115,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3934064,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",3433332,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,"Without Me",Halsey,3334224,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"MIA (feat. Drake)","Bad Bunny",2940825,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"SICKO MODE","Travis Scott",2662699,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8,"Sweet but Psycho","Ava Max",2659234,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
9,Happier,Marshmello,2554086,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",2469724,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
11,"Adan y Eva","Paulo Londra",2427992,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
12,"Going Bad (feat. Drake)","Meek Mill",2391125,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
13,"Calma - Remix","Pedro Capó",2266616,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
14,Shallow,"Lady Gaga",1952756,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
15,imagine,"Ariana Grande",1940378,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
16,"Mo Bamba","Sheck Wes",1934108,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
17,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,1877854,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
18,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1874332,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
