,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6909097,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4678605,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,"All I Want for Christmas Is You","Mariah Carey",4330169,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4,Circles,"Post Malone",3875680,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,Memories,"Maroon 5",3816035,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,"Adore You","Harry Styles",3785731,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
7,"Last Christmas",Wham!,3561338,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
8,"Don't Start Now","Dua Lipa",3530182,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,Señorita,"Shawn Mendes",3405354,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,Falling,"Trevor Daniel",3361903,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,Tusa,"KAROL G",3336746,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
12,"Watermelon Sugar","Harry Styles",3296356,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,"Lucid Dreams","Juice WRLD",3243703,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
14,"RITMO (Bad Boys For Life)","Black Eyed Peas",3210094,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
15,"Blinding Lights","The Weeknd",3124021,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
16,"everything i wanted","Billie Eilish",3097180,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
17,"Someone You Loved","Lewis Capaldi",3025238,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Futsal Shuffle 2020","Lil Uzi Vert",2815621,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
19,"Santa Tell Me","Ariana Grande",2681612,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
20,"Lights Up","Harry Styles",2469259,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
21,"bad guy","Billie Eilish",2458961,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,"HIGHEST IN THE ROOM","Travis Scott",2418377,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
23,"It's Beginning to Look a Lot like Christmas","Michael Bublé",2417862,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
24,Vete,"Bad Bunny",2402672,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
25,"Lose You To Love Me","Selena Gomez",2389083,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
26,"hot girl bummer",blackbear,2331392,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
27,Heartless,"The Weeknd",2290220,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
28,"Jingle Bell Rock","Bobby Helms",2283992,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
29,"Rockin' Around The Christmas Tree","Brenda Lee",2276448,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
30,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2270127,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
31,Falling,"Harry Styles",2181672,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
32,"Ride It",Regard,2168224,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
33,"It's the Most Wonderful Time of the Year","Andy Williams",2146527,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
34,Mistletoe,"Justin Bieber",2010003,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
35,China,"Anuel AA",1998184,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
36,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1979499,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
37,"Beautiful People (feat. Khalid)","Ed Sheeran",1852353,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
38,Golden,"Harry Styles",1847835,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
39,"My Oh My (feat. DaBaby)","Camila Cabello",1835661,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
40,Cherry,"Harry Styles",1832796,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL
41,"I Don't Care (with Justin Bieber)","Ed Sheeran",1808025,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
42,BOP,DaBaby,1807644,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
43,Fantasias,"Rauw Alejandro",1806488,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
44,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",1747555,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
45,"Holly Jolly Christmas","Michael Bublé",1736433,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
46,"Do They Know It's Christmas? - 1984 Version","Band Aid",1721184,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
47,"LA CANCIÓN","J Balvin",1663121,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
48,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1658585,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
49,"Feliz Navidad","José Feliciano",1656020,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
50,Robbery,"Juice WRLD",1652124,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
51,She,"Harry Styles",1618999,https://open.spotify.com/track/6SQLk9HSNketfgs2AyIiMs
52,"Before You Go","Lewis Capaldi",1616139,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
53,"Underneath the Tree","Kelly Clarkson",1613448,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
54,Lalala,Y2K,1575064,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
55,"Driving Home for Christmas - 2019 Remaster","Chris Rea",1557713,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
56,"How Do You Sleep?","Sam Smith",1544256,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
57,"To Be So Lonely","Harry Styles",1539894,https://open.spotify.com/track/5JiH89mHrv9oWHlD0T326z
58,Trampoline,SHAED,1520337,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
59,"7 rings","Ariana Grande",1519062,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
60,Callaita,"Bad Bunny",1515885,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
