,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6381371,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4461216,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Circles,"Post Malone",3967677,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,Memories,"Maroon 5",3811294,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,"Lucid Dreams","Juice WRLD",3540093,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
6,"Don't Start Now","Dua Lipa",3484622,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,Señorita,"Shawn Mendes",3435417,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
8,"everything i wanted","Billie Eilish",3336271,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
9,"Someone You Loved","Lewis Capaldi",3280878,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,Falling,"Trevor Daniel",3280396,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,"All I Want for Christmas Is You","Mariah Carey",3265221,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
12,"Blinding Lights","The Weeknd",3194042,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
13,Tusa,"KAROL G",3077160,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
14,"RITMO (Bad Boys For Life)","Black Eyed Peas",2869369,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
15,"Adore You","Harry Styles",2718040,https://open.spotify.com/track/1M4qEo4HE3PRaCOM7EXNJq
16,"bad guy","Billie Eilish",2698019,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
17,"Last Christmas",Wham!,2638081,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
18,"Lose You To Love Me","Selena Gomez",2547743,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
19,Heartless,"The Weeknd",2524917,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
20,"HIGHEST IN THE ROOM","Travis Scott",2521820,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
21,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2486270,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
22,"hot girl bummer",blackbear,2381640,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
23,Vete,"Bad Bunny",2274533,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
24,"Santa Tell Me","Ariana Grande",2142837,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
25,"Watermelon Sugar","Harry Styles",2083661,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
26,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2068144,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
27,"Ride It",Regard,2061861,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
