,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6590166,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Heartless,"The Weeknd",4588510,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
3,ROXANNE,"Arizona Zervas",4427422,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
4,Memories,"Maroon 5",4123141,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,"everything i wanted","Billie Eilish",3895073,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
6,Circles,"Post Malone",3788883,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
7,"Don't Start Now","Dua Lipa",3748191,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Blinding Lights","The Weeknd",3479390,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3396276,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,Señorita,"Shawn Mendes",3115975,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
11,"Lose You To Love Me","Selena Gomez",3095239,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
12,"Someone You Loved","Lewis Capaldi",3055450,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"HIGHEST IN THE ROOM","Travis Scott",2850007,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
14,Tusa,"KAROL G",2839621,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
15,Vete,"Bad Bunny",2765389,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
16,"hot girl bummer",blackbear,2648403,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
17,Falling,"Trevor Daniel",2596344,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
18,"Ride It",Regard,2511600,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
19,"All I Want for Christmas Is You","Mariah Carey",2460694,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
20,"bad guy","Billie Eilish",2354695,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
21,China,"Anuel AA",2062292,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
22,"Before You Go","Lewis Capaldi",2014952,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
23,"Beautiful People (feat. Khalid)","Ed Sheeran",1973246,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
24,"Last Christmas",Wham!,1863844,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
25,Fantasias,"Rauw Alejandro",1808061,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
26,"Watermelon Sugar","Harry Styles",1799989,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
27,"10,000 Hours (with Justin Bieber)","Dan + Shay",1783150,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
28,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1743909,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
29,"How Do You Sleep?","Sam Smith",1737536,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
30,"Lights Up","Harry Styles",1715919,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB
31,"I Don't Care (with Justin Bieber)","Ed Sheeran",1696844,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
32,"Lose Control",MEDUZA,1690670,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
33,Lalala,Y2K,1688342,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
34,"LA CANCIÓN","J Balvin",1659466,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
35,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1639921,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
36,"Trampoline (with ZAYN)",SHAED,1630415,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
37,"Que Tire Pa Lante","Daddy Yankee",1596418,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
38,"Adicto (with Anuel AA & Ozuna)",Tainy,1585140,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
39,Callaita,"Bad Bunny",1563888,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
40,Liar,"Camila Cabello",1550265,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
41,"Goodbyes (Feat. Young Thug)","Post Malone",1520973,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
42,"Der Bratan bleibt der gleiche","Capital Bra",1512966,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP
43,"No Me Conoce - Remix","Jhay Cortez",1506677,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
44,"Whine Up","Nicky Jam",1488328,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
45,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1477010,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
46,BOP,DaBaby,1454755,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
47,"Santa Tell Me","Ariana Grande",1430398,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
48,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1377499,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu
49,Ransom,"Lil Tecca",1361006,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
50,"Look At Her Now","Selena Gomez",1357951,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
51,Aventura,Lunay,1303031,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
52,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1287382,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
53,"Ayy Macarena",Tyga,1284496,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
54,"Mean It",Lauv,1273482,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
55,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1270950,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
56,"LOYAL (feat. Drake)",PARTYNEXTDOOR,1251408,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
57,"Yellow Hearts","Ant Saunders",1249117,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
58,"Old Town Road - Remix","Lil Nas X",1216544,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
59,"Up All Night",Khalid,1209166,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
60,"Si Te Vas",Sech,1204260,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
61,Quizas,"Rich Music LTD",1198275,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
62,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1197575,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
63,"Rockin' Around The Christmas Tree","Brenda Lee",1187187,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
64,Indeciso,Reik,1180084,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
65,"Jingle Bell Rock","Bobby Helms",1172417,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
66,Shallow,"Lady Gaga",1146543,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
67,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1145197,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
68,"It's You","Ali Gatie",1127679,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
69,"Yo x Ti, Tu x Mi",ROSALÍA,1116718,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
70,"It's the Most Wonderful Time of the Year","Andy Williams",1106476,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
71,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",1105393,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
72,"lovely (with Khalid)","Billie Eilish",1083757,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
73,Mistletoe,"Justin Bieber",1079801,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
