,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dakiti,"Bad Bunny",6456349,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,positions,"Ariana Grande",4658018,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
3,"Therefore I Am","Billie Eilish",4302081,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
4,Dynamite,BTS,4268428,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
5,"Mood (feat. iann dior)",24kGoldn,4127904,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
6,"Life Goes On",BTS,4109535,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
7,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",4069600,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
8,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",3513645,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
9,"Lonely (with benny blanco)","Justin Bieber",3100154,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
10,BICHOTA,"KAROL G",3082991,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
11,"Prisoner (feat. Dua Lipa)","Miley Cyrus",2857330,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
12,"What You Know Bout Love","Pop Smoke",2811171,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
13,"Blinding Lights","The Weeknd",2770633,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,34+35,"Ariana Grande",2535953,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
15,"WAP (feat. Megan Thee Stallion)","Cardi B",2498713,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
16,"Holy (feat. Chance The Rapper)","Justin Bieber",2392020,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
17,Hawái,Maluma,2335918,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
18,"you broke me first","Tate McRae",2333636,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
19,"Watermelon Sugar","Harry Styles",2309014,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
20,"All I Want for Christmas Is You","Mariah Carey",2282244,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
21,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",2270224,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
22,"Head & Heart (feat. MNEK)","Joel Corry",2147106,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
23,"Levitating (feat. DaBaby)","Dua Lipa",2070469,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
24,pov,"Ariana Grande",2006755,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
25,"Blue & Grey",BTS,1931364,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
26,"Fly To My Room",BTS,1922531,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS
27,"Relación - Remix",Sech,1914090,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
28,"La Nota","Manuel Turizo",1889222,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
29,Heather,"Conan Gray",1870495,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
30,Wonder,"Shawn Mendes",1868061,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
31,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1830815,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
32,"Last Christmas",Wham!,1830000,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
33,"Someone You Loved","Lewis Capaldi",1825793,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
34,Whoopty,CJ,1818974,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
35,"Hawái - Remix",Maluma,1788575,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
36,"Put Your Records On","Ritt Momney",1784437,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
37,Telepathy,BTS,1776790,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne
38,"Se Te Nota (with Guaynaa)","Lele Pons",1748371,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
39,"Chica Ideal","Sebastian Yatra",1728599,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
40,"La Tóxica",Farruko,1708700,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
41,HOLIDAY,"Lil Nas X",1707879,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
