,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
116,"rockstar (feat. 21 Savage)","Post Malone",865301,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
117,"QUE PRETENDES","J Balvin",864400,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
118,"Stuck In A Dream (feat. Gunna)","Lil Mosey",861565,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
119,"Without Me",Halsey,859792,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
120,Sucker,"Jonas Brothers",855190,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
121,"Hasta Que Salga el Sol",Ozuna,847562,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl
122,"Ne reviens pas",Gradur,837007,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
123,"Have Yourself A Merry Little Christmas","Sam Smith",832164,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
124,"SICKO MODE","Travis Scott",831219,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
125,"A Holly Jolly Christmas - Single Version","Burl Ives",829983,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
126,"Ballin' (with Roddy Ricch)",Mustard,827188,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
127,Wow.,"Post Malone",825493,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
128,"Turn Me On (feat. Vula)",Riton,823661,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
129,"11 PM",Maluma,821567,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
130,"Bellaquita - Remix",Dalex,819111,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
131,Orphans,Coldplay,812939,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR
132,"thank u, next","Ariana Grande",812395,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
133,"Girls Like You (feat. Cardi B)","Maroon 5",804589,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
134,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",804200,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
135,VIBEZ,DaBaby,802332,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
136,"Only Human","Jonas Brothers",799864,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
137,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",793282,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
138,"Sweet but Psycho","Ava Max",786818,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
139,"The London (feat. J. Cole & Travis Scott)","Young Thug",785405,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
140,"Sleigh Ride","The Ronettes",784388,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX
141,Blanco,"J Balvin",779490,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
142,"Merry Christmas Everyone","Shakin' Stevens",779126,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
143,"6 Kiss","Trippie Redd",778007,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
144,VALENTINO,24kGoldn,776934,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
145,"Pa' Olvidarme De Ella","Piso 21",769737,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
146,"If I Can't Have You","Shawn Mendes",768692,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
147,"Takeaway (feat. Lennon Stella)","The Chainsmokers",768093,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
148,"Lucid Dreams","Juice WRLD",767195,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
149,Perfect,"Ed Sheeran",765157,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
150,"Say You Won't Let Go","James Arthur",760569,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
151,"Surtada - Remix Brega Funk","Dadá Boladão",758412,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
152,"Tip Toe (feat. A Boogie Wit da Hoodie)","Roddy Ricch",756911,https://open.spotify.com/track/5j1yOqWONR9T6l43AzJ6Es
153,"Used To Love (with Dean Lewis)","Martin Garrix",753515,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP
154,goosebumps,"Travis Scott",750260,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
155,Bruises,"Lewis Capaldi",747536,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
156,"Con Calma","Daddy Yankee",747430,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
157,"Post Malone (feat. RANI)","Sam Feldt",747132,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
158,"Dancing With A Stranger (with Normani)","Sam Smith",745689,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
159,"Qué Pena",Maluma,744272,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
160,"Eastside (with Halsey & Khalid)","benny blanco",741441,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
161,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,740565,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
162,"Santa Claus Is Coming to Town","Michael Bublé",739365,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
163,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",739139,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
164,"blun7 a swishland","tha Supreme",729322,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
165,Moonlight,XXXTENTACION,728213,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
166,"bury a friend","Billie Eilish",726295,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
167,"Get You The Moon (feat. Snøw)",Kina,713326,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
168,"Who Needs Love","Trippie Redd",708820,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D
169,I.F.L.Y.,Bazzi,708591,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
170,"Don't Stop Me Now - Remastered 2011",Queen,708534,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
171,SAD!,XXXTENTACION,705121,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
172,"Calma - Remix","Pedro Capó",700344,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
173,"Better Now","Post Malone",698240,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
174,"Talk (feat. Disclosure)",Khalid,693613,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
175,Trigger,"Major Lazer",693048,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif
176,Youngblood,"5 Seconds of Summer",690975,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
177,"High Hopes","Panic! At The Disco",690210,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
178,"Into the Unknown - Panic! At The Disco Version","Panic! At The Disco",688956,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm
179,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",685281,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
180,"Old Town Road","Lil Nas X",684956,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH
181,"Another One Bites The Dust - Remastered 2011",Queen,684038,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
182,"Blue Christmas","Elvis Presley",683011,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
183,"Christmas (Baby Please Come Home)","Mariah Carey",682999,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
184,"Show Yourself","Idina Menzel",681577,https://open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ
185,"Enemies (feat. DaBaby)","Post Malone",675384,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
186,Lover,"Taylor Swift",674604,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
187,"Supera - Ao Vivo","Marília Mendonça",674459,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
188,Thunder,"Imagine Dragons",674190,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
189,"Cheirosa - Ao Vivo","Jorge & Mateus",673032,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
190,Suge,DaBaby,672756,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
191,"You Need To Calm Down","Taylor Swift",671377,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
192,"Some que ele vem atrás",Anitta,670862,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
193,"all the good girls go to hell","Billie Eilish",668653,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
194,"Be Alright","Dean Lewis",666597,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
195,Saint-Tropez,"Post Malone",662995,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
196,"MIDDLE CHILD","J. Cole",662884,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
197,Death,"Trippie Redd",662762,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
198,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",659252,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
199,"Let Me Down Slowly","Alec Benjamin",658079,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
200,Bellaquita,Dalex,655205,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
