,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",8928593,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",5525015,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Tusa,"KAROL G",4813524,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
4,"Don't Start Now","Dua Lipa",4456157,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
5,Circles,"Post Malone",4267326,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,Memories,"Maroon 5",4267194,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,"Blinding Lights","The Weeknd",4123408,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
8,Señorita,"Shawn Mendes",3965419,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3895457,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,Falling,"Trevor Daniel",3889825,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,"bad guy","Billie Eilish",3744964,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
12,"everything i wanted","Billie Eilish",3391799,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
13,"Someone You Loved","Lewis Capaldi",3126631,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,"The Box","Roddy Ricch",3090110,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
15,"Adore You","Harry Styles",2827861,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
16,"Ride It",Regard,2795908,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
17,"My Oh My (feat. DaBaby)","Camila Cabello",2699280,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
18,"hot girl bummer",blackbear,2561544,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
19,"Lose You To Love Me","Selena Gomez",2530161,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
20,Vete,"Bad Bunny",2496428,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
21,"I Don't Care (with Justin Bieber)","Ed Sheeran",2455299,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
22,"Watermelon Sugar","Harry Styles",2326562,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2315799,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
24,China,"Anuel AA",2244439,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
25,"Beautiful People (feat. Khalid)","Ed Sheeran",2158876,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
26,"HIGHEST IN THE ROOM","Travis Scott",2150309,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
27,BOP,DaBaby,2077694,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
28,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",2040997,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
29,Heartless,"The Weeknd",2030149,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
30,"Old Town Road - Remix","Lil Nas X",2024734,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
31,"Lose Control",MEDUZA,2014020,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
