,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6014185,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"everything i wanted","Billie Eilish",4947135,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
3,Memories,"Maroon 5",4298804,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,ROXANNE,"Arizona Zervas",4227639,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,Circles,"Post Malone",3992582,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,"Lose You To Love Me","Selena Gomez",3688781,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
7,"Don't Start Now","Dua Lipa",3665675,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,"Someone You Loved","Lewis Capaldi",3375766,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3230470,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,"HIGHEST IN THE ROOM","Travis Scott",3159027,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,Señorita,"Shawn Mendes",3064211,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,"hot girl bummer",blackbear,2832867,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
13,"Lights Up","Harry Styles",2387830,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
14,"Ride It",Regard,2369841,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
15,"Watermelon Sugar","Harry Styles",2287467,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
16,"bad guy","Billie Eilish",2229513,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
17,"Beautiful People (feat. Khalid)","Ed Sheeran",2122828,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
18,"10,000 Hours (with Justin Bieber)","Dan + Shay",2046488,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
