,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",6187167,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4350570,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Circles,"Post Malone",3899515,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,"Lucid Dreams","Juice WRLD",3838680,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
5,Memories,"Maroon 5",3761679,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,"Don't Start Now","Dua Lipa",3393695,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,Señorita,"Shawn Mendes",3389176,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
8,"everything i wanted","Billie Eilish",3328784,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
9,"Someone You Loved","Lewis Capaldi",3295285,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,Falling,"Trevor Daniel",3181609,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,"All I Want for Christmas Is You","Mariah Carey",3118111,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
12,"Blinding Lights","The Weeknd",3066936,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
13,Tusa,"KAROL G",3005350,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
14,"RITMO (Bad Boys For Life)","Black Eyed Peas",2796760,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
15,"bad guy","Billie Eilish",2661497,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
16,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2644332,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
17,Heartless,"The Weeknd",2554675,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
18,"Adore You","Harry Styles",2535677,https://open.spotify.com/track/1M4qEo4HE3PRaCOM7EXNJq
19,"Last Christmas",Wham!,2522306,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
20,"Lose You To Love Me","Selena Gomez",2471815,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
21,"HIGHEST IN THE ROOM","Travis Scott",2444034,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
22,"hot girl bummer",blackbear,2332469,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
23,Vete,"Bad Bunny",2238996,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
24,"Santa Tell Me","Ariana Grande",2072140,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
25,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2054325,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
26,Robbery,"Juice WRLD",2031198,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
27,"Ride It",Regard,2022516,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
28,"Beautiful People (feat. Khalid)","Ed Sheeran",1943379,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
29,"I Don't Care (with Justin Bieber)","Ed Sheeran",1852092,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
30,"Watermelon Sugar","Harry Styles",1840656,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
31,China,"Anuel AA",1802333,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
32,"My Oh My (feat. DaBaby)","Camila Cabello",1764854,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
33,"It's Beginning to Look a Lot like Christmas","Michael Bublé",1764609,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
34,"Before You Go","Lewis Capaldi",1758638,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
35,"Hate Me (with Juice WRLD)","Ellie Goulding",1726196,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
36,BOP,DaBaby,1716447,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
37,"How Do You Sleep?","Sam Smith",1682781,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
38,"Rockin' Around The Christmas Tree","Brenda Lee",1674450,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
39,"Jingle Bell Rock","Bobby Helms",1659288,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
40,Legends,"Juice WRLD",1627421,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
41,"7 rings","Ariana Grande",1612950,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
42,Fantasias,"Rauw Alejandro",1610660,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
43,"LA CANCIÓN","J Balvin",1569399,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
44,"10,000 Hours (with Justin Bieber)","Dan + Shay",1555155,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
45,"Goodbyes (Feat. Young Thug)","Post Malone",1552303,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
46,"It's the Most Wonderful Time of the Year","Andy Williams",1539438,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
47,Mistletoe,"Justin Bieber",1514910,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
48,Lalala,Y2K,1509921,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
49,"All Girls Are The Same","Juice WRLD",1493927,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
50,Liar,"Camila Cabello",1466886,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA
51,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1436343,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
52,Callaita,"Bad Bunny",1383047,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
53,"No Me Conoce - Remix","Jhay Cortez",1362692,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
54,Shallow,"Lady Gaga",1356348,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
55,"Lose Control",MEDUZA,1356075,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
56,"Trampoline (with ZAYN)",SHAED,1341526,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
57,"Old Town Road - Remix","Lil Nas X",1327402,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
58,"Adicto (with Anuel AA & Ozuna)",Tainy,1305314,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
59,Ransom,"Lil Tecca",1302836,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
60,"Lights Up","Harry Styles",1296340,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB
61,"when the party's over","Billie Eilish",1281882,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
62,"Ayy Macarena",Tyga,1257340,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
63,"It's You","Ali Gatie",1253257,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
64,"Holly Jolly Christmas","Michael Bublé",1253132,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
65,"lovely (with Khalid)","Billie Eilish",1239636,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
66,"Que Tire Pa Lante","Daddy Yankee",1230784,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
67,Wow.,"Post Malone",1229066,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
68,"Do They Know It's Christmas? - 1984 Version","Band Aid",1226874,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
69,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",1223548,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
70,"Whine Up","Nicky Jam",1210522,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
71,"No Idea","Don Toliver",1199100,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
72,"Underneath the Tree","Kelly Clarkson",1172134,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
73,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1158405,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
74,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1138416,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu
75,Happier,Marshmello,1131726,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
76,"Feliz Navidad","José Feliciano",1126819,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
77,"Without Me",Halsey,1120092,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
78,"Lean Wit Me","Juice WRLD",1116286,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
79,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1109153,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
80,"Truth Hurts",Lizzo,1090713,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
81,"Mean It",Lauv,1088857,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
82,"Hola - Remix",Dalex,1085594,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
83,Sucker,"Jonas Brothers",1073658,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
84,"Ransom (with Juice WRLD) - Remix","Lil Tecca",1066345,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp
85,"Yellow Hearts","Ant Saunders",1065474,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
86,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",1060450,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
87,"Armed And Dangerous","Juice WRLD",1059129,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
88,Aventura,Lunay,1054567,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
89,"Into the Unknown","Idina Menzel",1044293,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
90,"Driving Home for Christmas - 2019 Remaster","Chris Rea",1036708,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
91,"thank u, next","Ariana Grande",1025206,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
92,"Piece Of Your Heart",MEDUZA,1022363,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
93,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1017853,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
94,"Look At Her Now","Selena Gomez",1012720,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
95,"No Guidance (feat. Drake)","Chris Brown",1012662,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
96,Indeciso,Reik,1008460,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
97,Quizas,"Rich Music LTD",1006690,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
98,"Money In The Grave (Drake ft. Rick Ross)",Drake,1005990,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
99,"The Christmas Song (Merry Christmas To You)","Nat King Cole",1003584,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
100,"rockstar (feat. 21 Savage)","Post Malone",1001375,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
101,Family,"The Chainsmokers",1000044,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL
102,"SICKO MODE","Travis Scott",999824,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
103,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",997663,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
104,"Up All Night",Khalid,997337,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
105,"Dancing With A Stranger (with Normani)","Sam Smith",992242,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
106,SAD!,XXXTENTACION,987891,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
107,Believer,"Imagine Dragons",987454,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
108,"Soltera - Remix",Lunay,984698,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
109,Graveyard,Halsey,980990,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
110,"Bohemian Rhapsody - Remastered 2011",Queen,978137,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
111,"Si Te Vas",Sech,972074,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
112,"White Christmas","Bing Crosby",968979,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
