,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",5926959,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",4318237,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,"everything i wanted","Billie Eilish",4202789,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
4,Memories,"Maroon 5",4127582,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,Circles,"Post Malone",3799702,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,"Don't Start Now","Dua Lipa",3536956,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,"Lose You To Love Me","Selena Gomez",3387552,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
8,"Someone You Loved","Lewis Capaldi",3167909,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"RITMO (Bad Boys For Life)","Black Eyed Peas",3051083,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,"HIGHEST IN THE ROOM","Travis Scott",2895482,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,Señorita,"Shawn Mendes",2894746,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,Vete,"Bad Bunny",2738566,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
13,"hot girl bummer",blackbear,2693653,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
14,Tusa,"KAROL G",2463962,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
15,Falling,"Trevor Daniel",2409203,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
16,"Ride It",Regard,2297607,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
17,"Before You Go","Lewis Capaldi",2242742,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
18,"Watermelon Sugar","Harry Styles",2211915,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
19,"bad guy","Billie Eilish",2163441,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
20,"Lights Up","Harry Styles",2033430,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB
21,"Beautiful People (feat. Khalid)","Ed Sheeran",1946678,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
22,"10,000 Hours (with Justin Bieber)","Dan + Shay",1889309,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
23,China,"Anuel AA",1852583,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
24,"How Do You Sleep?","Sam Smith",1793879,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
25,"Trampoline (with ZAYN)",SHAED,1739469,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
26,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",1728937,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
27,"All I Want for Christmas Is You","Mariah Carey",1668702,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
28,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1638828,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
29,"I Don't Care (with Justin Bieber)","Ed Sheeran",1636381,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
30,Fantasias,"Rauw Alejandro",1602145,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
31,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",1564779,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
32,Liar,"Camila Cabello",1563331,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
33,"Que Tire Pa Lante","Daddy Yankee",1552112,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
34,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,1551266,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu
35,"Goodbyes (Feat. Young Thug)","Post Malone",1550440,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
36,"Lose Control",MEDUZA,1543952,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
37,"LA CANCIÓN","J Balvin",1531311,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
38,Lalala,Y2K,1522714,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
39,BOP,DaBaby,1491646,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
40,"Look At Her Now","Selena Gomez",1485685,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
41,Callaita,"Bad Bunny",1431222,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
42,"Mean It",Lauv,1413015,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
43,"Adicto (with Anuel AA & Ozuna)",Tainy,1402076,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
44,"Yellow Hearts","Ant Saunders",1379261,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
45,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,1376134,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
46,"No Me Conoce - Remix","Jhay Cortez",1368390,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
47,"Up All Night",Khalid,1310602,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
48,Ransom,"Lil Tecca",1306428,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
49,"Whine Up","Nicky Jam",1282261,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
50,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",1258159,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
51,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",1229136,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
52,Aventura,Lunay,1228032,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
53,"Last Christmas",Wham!,1224059,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
54,"Follow God","Kanye West",1183283,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
55,"It's You","Ali Gatie",1181357,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
56,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",1156249,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
57,"6 Kiss","Trippie Redd",1152084,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
58,"LOYAL (feat. Drake)",PARTYNEXTDOOR,1150105,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
59,Graveyard,Halsey,1138018,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
60,Shallow,"Lady Gaga",1120844,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
61,"lovely (with Khalid)","Billie Eilish",1118712,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
62,"Si Te Vas",Sech,1094622,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
63,Quizas,"Rich Music LTD",1082854,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
64,"when the party's over","Billie Eilish",1067033,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
65,"223's (feat. 9lokknine)","YNW Melly",1066284,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
66,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1046183,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
67,"Truth Hurts",Lizzo,1043390,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
68,"Old Town Road - Remix","Lil Nas X",1039301,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
69,Indeciso,Reik,1029445,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
70,"7 rings","Ariana Grande",1024983,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
71,Orphans,Coldplay,1013727,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR
72,"Yo x Ti, Tu x Mi",ROSALÍA,1012234,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
73,"Into the Unknown","Idina Menzel",1010503,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
74,"Nice To Meet Ya","Niall Horan",1009831,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
75,Woah,"Lil Baby",999626,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
76,"Santa Tell Me","Ariana Grande",991964,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
77,"Stuck In A Dream (feat. Gunna)","Lil Mosey",984065,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
78,"Ayy Macarena",Tyga,979234,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
79,"Money In The Grave (Drake ft. Rick Ross)",Drake,972750,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
80,"No Guidance (feat. Drake)","Chris Brown",968265,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
81,Tutu,Camilo,964725,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
82,Candy,"Doja Cat",958467,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
83,Happier,Marshmello,941688,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
84,Camelot,"NLE Choppa",928094,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
85,Panini,"Lil Nas X",919611,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
86,"Hate Me (with Juice WRLD)","Ellie Goulding",915898,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
87,"Soltera - Remix",Lunay,915896,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
88,"Without Me",Halsey,914139,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
89,"Bohemian Rhapsody - Remastered 2011",Queen,911523,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
90,"Piece Of Your Heart",MEDUZA,911061,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
91,VIBEZ,DaBaby,898220,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
92,Sucker,"Jonas Brothers",894597,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
93,Bruises,"Lewis Capaldi",888796,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
94,"Ballin' (with Roddy Ricch)",Mustard,875779,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
95,Believer,"Imagine Dragons",871791,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
96,Wow.,"Post Malone",870888,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
97,"Higher Love",Kygo,864488,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
98,"Who Needs Love","Trippie Redd",857498,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D
99,Teeth,"5 Seconds of Summer",849382,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
100,"SICKO MODE","Travis Scott",845253,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
101,"rockstar (feat. 21 Savage)","Post Malone",843790,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
102,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",843538,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
103,"Hola - Remix",Dalex,827022,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
104,"Que Calor (with J Balvin & El Alfa)","Major Lazer",826578,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
105,"Used To Love (with Dean Lewis)","Martin Garrix",825833,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP
106,"Takeaway (feat. Lennon Stella)","The Chainsmokers",825539,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
107,"Say You Won't Let Go","James Arthur",823344,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
108,"QUE PRETENDES","J Balvin",817502,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
109,"Shape of You","Ed Sheeran",815507,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
110,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,815462,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw
111,"Only Human","Jonas Brothers",812454,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
112,"thank u, next","Ariana Grande",808080,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
113,"It's Beginning to Look a Lot like Christmas","Michael Bublé",808015,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
114,"The London (feat. J. Cole & Travis Scott)","Young Thug",807409,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
115,Trigger,"Major Lazer",807082,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif
116,"Eastside (with Halsey & Khalid)","benny blanco",806778,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
117,VALENTINO,24kGoldn,801320,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
118,"Otro Trago - Remix",Sech,800593,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
119,"Dancing With A Stranger (with Normani)","Sam Smith",792576,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
120,"Girls Like You (feat. Cardi B)","Maroon 5",790257,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
121,"Good Thing (with Kehlani)",Zedd,783737,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
122,"Lucid Dreams","Juice WRLD",783207,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
123,Death,"Trippie Redd",782689,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
124,"If I Can't Have You","Shawn Mendes",779742,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
125,"Sweet but Psycho","Ava Max",778837,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
126,Perfect,"Ed Sheeran",774263,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
127,"blun7 a swishland","tha Supreme",771550,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
128,"Con Altura",ROSALÍA,768248,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
129,"Get You The Moon (feat. Snøw)",Kina,766425,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
130,"Talk (feat. Disclosure)",Khalid,765945,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
131,Lover,"Taylor Swift",761780,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
